Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
450.0,12.3,core_m,4 GB,128 GB SSD,Graphics 615,,Integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Microsoft,Microsoft,2018,Windows 10 Home,1.69 pounds,3.2 x 3.2 x 1 inches,3.2 x 3.24 x 1 inches,Platinum,Intel,2.0,SDRAM,4 GB,Serial ATA,,,1 Lithium Polymer batteries required.,13.5 hours,PC,8 MP,Corded-Electric,,,,,,,,,2736,1824
845.99,15.6,4.1 GHz Intel Core i7,16 GB DDR4,256 GB Flash Memory Solid State,NVIDIA GeForce GTX 1060,NVIDIA,Dedicated,802.11ac,2.0,2.0,Acer,Acer Predator Series,PH315-51-78NP,Windows 10 Home,5.51 pounds,10.5 x 15.3 x 1.1 inches,10.47 x 15.35 x 1.05 inches,Black,Intel,6.0,DDR4 SDRAM,256.0,Solid State,,No Optical Drive,1 A batteries required. (included),7 hours,PC,,,,,,6 GB,,,,,1920,1080
184.0,9.7,2.4 GHz,2 GB,16 GB,M10,,,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,APPLE,iPad Air 2,B00TREI0D4,iOS 5,1 pounds,8 x 6 x 8 inches,8 x 6 x 8 inches,Space Gray,Apple,1.0,,16 GB,,,,1 Lithium Polymer batteries required.,10 hours,Mac,8 MP,"Corded-Electric"","" Battery",,,Click here for Proposition 65 warning,,,,,,2048,1536
190.71,15.6,2.4 GHz AMD A4,4 GB DDR4,32 GB Flash Memory Solid State,AMD Radeon R4,AMD,"Integrated"","" Dedicated",802.11ac,,4.0,Acer,CB315-2H-25TX,CB315-2H-25TX,Chrome OS,4.19 pounds,15 x 10.1 x 0.8 inches,14.98 x 10.09 x 0.79 inches,,AMD,2.0,DDR4 SDRAM,32.00,eSATA,0.1 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),10 hours,,,,,,,,,,,,1366,768
1079.0,15.6,Intel Core i7,16 GB,512 GB flash_memory_solid_state,,nvidia,dedicated,802.11ac,,,ASUS,,ROG,Windows 10,8.5 pounds,14.8 x 10.3 x 1 inches,14.8 x 10.31 x 1.03 inches,,Intel,6.0,DDR4 SDRAM,512 GB,,,,1 Lithium ion batteries required.,4 hours,,,,,,,,,,,,1920,1080
124.2,11.6,1.6 GHz Celeron N,4 GB DDR3,16 GB SSD,,Intel,integrated,802.11ac,,,Dell,Dell Inspiron,Dell,Chrome OS,2.43 pounds,8.1 x 11.9 x 0.8 inches,8.1 x 11.9 x 0.8 inches,Black,Intel,2.0,DDR3 SDRAM,16 GB,Serial ATA,,,1 A batteries required. (included),,Chromebook,,AC & Battery,,1600 MHz,,,,,,,1366,768
470.0,15.6,2.5 GHz Intel Core i5,8 GB DDR4,1000 GB Mechanical Hard Drive,Intel HD Graphics 620,Intel,Integrated,802.11ac,2.0,2.0,ASUS,Asus VivoBook F510,F510UA-AH50,Windows 10 Home,3.7 pounds,14.2 x 9.6 x 0.8 inches,14.2 x 9.6 x 0.8 inches,,Intel,2.0,DDR4 SDRAM,,Serial ATA,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
899.99,13.3,4.6 GHz Intel Core i7,16 GB DDR3,512 GB Flash Memory Solid State,Intel HD Graphics 620,Intel,Integrated,"802.11b/n/ac"","" Bluetooth",1.0,2.0,ASUS,Asus ZenBook 13,UX333FA-AB77,Windows 10 Pro,2.6 pounds,11.9 x 7.4 x 0.7 inches,11.9 x 7.4 x 0.7 inches,,Intel,4.0,DDR3 SDRAM,512.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,,,16 GB,,,,,1920,1080
391.46,15.6,3.9 GHz Intel Core i3,8 GB DDR4,128 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11b/n/ac,2.0,2.0,ASUS,Asus VivoBook 15 F512FA,F512FA-AB34,Windows 10 S,3.75 pounds,14.1 x 9.1 x 0.8 inches,14.1 x 9.1 x 0.75 inches,,Intel,2.0,DDR4 SDRAM,128.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,,,8 GB,,,,,1920,1080
839.16,15.6,3.9 GHz Intel Core i5,8 GB DDR4,256 GB Flash Memory Solid State,Intel HD Graphics 620,Intel,Integrated,Bluetooth,,3.0,Acer,SF515-51T-507P,SF515-51T-507P,Windows 10 Home,2.2 pounds,14.1 x 9.1 x 0.6 inches,14.09 x 9.06 x 0.63 inches,,Intel,4.0,DDR4 SDRAM,256.00,Solid State,0.1 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),10 hours,,,,,,,,,,,,1920,1080
589.99,15.6,1.6 GHz Core i5 8250U,12 GB SO-DIMM DDR4,256 GB SSD+1TB HDD,Intel UHD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Dell,Dell Inspiron i5570 Notebook PC,Dell Inspiron 5000 Series 5570 Laptop,Windows 10,4.85 pounds,10.2 x 14.9 x 0.9 inches,10.16 x 14.9 x 0.89 inches,Silver,Intel,4.0,DDR4 SDRAM,250 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,2133 MHz,,,,,,,1920,1080
354.99,15.6,3.6 GHz A-Series,8 GB DDR4,256 GB Flash Memory Solid State,AMD Radeon R7,AMD,"Integrated"","" Dedicated","802.11b/n/ac"","" Bluetooth",2.0,2.0,ASUS,VivoBook F510QA,F510QA-DS99,Windows 10 Home,3.7 pounds,14.2 x 9.6 x 0.8 inches,14.2 x 9.6 x 0.76 inches,,AMD,4.0,DDR4 SDRAM,256,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,1 GHz,,8 GB,,,,,1920,1080
395.0,12.3,3.4 GHz core_m,8 GB,Flash Memory Solid State,Intel HD Graphics,intel,Integrated,802.11ac,,,Google,,C1A,Chrome OS,1.59 pounds,11.4 x 8 x 0.3 inches,11.45 x 7.95 x 0.28 inches,Black,Intel,2.0,,64 GB,,,None,1 Lithium Polymer batteries required. (included),,,8 MP,Battery,,,,,,,,,3000,2000
1899.0,12.3,8032,16 GB,flash_memory_solid_state,mac,,Integrated,,,,Microsoft,Surface Pro,VAT-00001,Windows 10 Home,1.74 pounds,12.7 x 9.1 x 1.9 inches,12.74 x 9.09 x 1.91 inches,Platinum,Intel,1.0,,512 GB,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,1920,1080
549.99,14.0,3.4 GHz Core M Family,8 GB DDR3L,64 GB Flash Memory Solid State,Intel HD Graphics 615,Intel,Integrated,"802.11b/n/ac"","" Bluetooth",,3.0,ASUS,Asus Chromebook Flip C434,C434TA-DS384T,Chrome OS,3.3 pounds,12.6 x 8 x 0.6 inches,12.6 x 8 x 0.6 inches,Silver,Intel,2.0,DDR3 SDRAM,64.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,1 GHz,,8 GB,,,,,1920,1080
114.99,11.6,1.4 GHz Intel Celeron,4 GB,16 GB flash_memory_solid_state,HD Graphics,Intel,integrated,802.11bgn,,,Acer,C720P,NX.MJAAA.004.CR,Chrome OS,2.98 pounds,8 x 11.3 x 0.8 inches,8 x 11.3 x 0.8 inches,Gray,Intel,1.0,,4 GB,,,,1 Lithium Polymer batteries required. (included),7.5 hours,PC,,,,,Click here for Proposition 65 warning,,,,,,1366,768
87.99,10.1,1.5 GHz,1 GB SDRAM DDR3,16 GB,Mali 400 MP2,,,802.11abg,,,Hoozo,Touch,,Android,1.6 pounds,9.5 x 6.6 x 0.3 inches,9.48 x 6.59 x 0.34 inches,Slate Black,MT,4.0,DDR3 SDRAM,16 GB,,,,1 Lithium ion batteries required. (included),,Andriod 8.1 Oreo Go,5 MP,AC & Battery,,,,1 GB,,,,,1280,800
398.48,17.3,1.7 GHz Intel Core i7,8 GB SO-DIMM DDR4,1 TB HDD 5400 rpm,Intel UHD Graphics 620,Intel,Integrated,"802.11bgn"","" Bluetooth",1.0,,HP,HP 17 Non-Touch Commercial Laptop,HP 17.3-Inch NoteBook PC,Windows 10 Home,5.4 pounds,10.7 x 16.3 x 1 inches,10.72 x 16.33 x 0.96 inches,,Intel,4.0,DDR4 SDRAM,,ATA,5400.00,,1 Lithium Metal batteries required. (included),,PC,,AC & Battery,,2400 MHz,,,,,,,1600,900
109.99,10.1,1.30,2 GB SDRAM DDR3,16 GB,ARM Mali-T720,,,802.11bgn,1.0,,Dragon Touch,Touch,,Android 8.1 Oreo,1.95 pounds,9.5 x 6.7 x 0.4 inches,9.5 x 6.69 x 0.39 inches,Silver,MTK,4.0,DDR3 SDRAM,16 GB,USB 2.0,,,1 Lithium Polymer batteries required.,6 hours,Android,2 MP,AC,,1.3 GHz,,,,,,,1280,800
269.0,15.6,2.3 GHz Pentium,4 GB,500 GB mechanical_hard_drive,Intel HD Graphics 610,intel,,802.11ac,,,Lenovo,S145,S145,Windows 10,5.51 pounds,14.3 x 9.9 x 0.8 inches,14.3 x 9.9 x 0.78 inches,,Intel,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1366,768
749.99,23.8,3.4 GHz Intel Core i5,12 GB DDR4,512 GB Flash Memory Solid State,,,Integrated,,1.0,4.0,Acer,Z24-890-UA91,Z24-890-UA91,Windows 10 Home,17.15 pounds,21.3 x 1.4 x 17.3 inches,21.29 x 1.45 x 17.3 inches,Silver,Intel,,DDR4 SDRAM,512.00,Solid State,0.1 RPM,DVD-RW,,,,,,,,,0.1,,,,,1920,1080
388.0,15.6,1.6 GHz Intel Core i5,8 GB SO-DIMM DDR4,1 TB HDD 5400 rpm,Intel UHD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",,,HP,HP Pavilion 15T 15-Inch Commercial Laptop,HP Pavilion 15 Notebook PC,Windows 10,4.21 pounds,9.9 x 14.9 x 0.8 inches,9.93 x 14.88 x 0.78 inches,,Intel,4.0,DDR4 SDRAM,,Serial ATA,5400.00,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,2400 MHz,,,,,,,1920,1080
109.99,10.0,1.3 GHz,2 GB SDRAM DDR3,16 GB,ARM Mali-T720,,,,1.0,,Dragon Touch,Touch,,Android 8.1 Oreo,1.95 pounds,9.5 x 6.7 x 0.4 inches,9.5 x 6.69 x 0.39 inches,Black,MTK,4.0,DDR3 SDRAM,16 GB,USB 2.0,,,1 Lithium Polymer batteries required. (included),6 hours,Android,2 MP,AC,,1.3 GHz,,,,,,,1280,800
132.0,8.0,1.5 GHz,1.5 GB,16 GB,1.2 ghz,,,"802.11abg"", 802.11a/b/g/n,"" 802.11a",,,Samsung,Galaxy Tab A,SM-T350,Android Lollipop,1 pounds,6 x 8 x 2 inches,6 x 8 x 2 inches,Smoky Titanium,samsung,4.0,,16 GB,,,,1 Lithium Polymer batteries required.,10 months,PC,5 MP,,,,,,,,,,1024,768
215.0,7.9,,2 GB,16 GB,PowerVR,,,"802.11a"","" 802.11ag",,,Apple,iPad Mini 4,iPad Mini 4,iOS,1.05 pounds,9 x 3 x 13 inches,9 x 3 x 13 inches,Black,,2.0,,16 GB,,,,1 Lithium Polymer batteries required. (included),10 hours,Mac,8 MP,Corded-Electric,,,Click here for Proposition 65 warning,,,,,,2048,1536
322.0,15.6,2.7 GHz 80486SLC,8 GB DDR,128 GB flash_memory_solid_state,,intel,Dedicated,"802.11b/g"", 802.11bgn,"" 802.11b",3.0,2.0,Dell,Dell Inspiron,I3567-3970BLK-PUS,Windows 10,1 pounds,9.1 x 9.1 x 9.1 inches,9.1 x 9.1 x 9.1 inches,,Intel,2.0,DDR4 SDRAM,128.00,ATA-4,12 RPM,BD-R,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,,,1366,768
755.99,12.3,1.3 GHz Core i5 8400T,8 GB LPDDR3 1866 MHz,256 GB Flash Memory Solid State,Intel UHD Graphics 620,,Integrated,802.11a/b/g/n/ac,,1.0,Microsoft,Surface Pro 6,KJT-00001,Windows 10 Home,3.53 pounds,12.7 x 9.1 x 1.9 inches,12.72 x 9.07 x 1.91 inches,Platinum,Intel,4.0,DDR SDRAM,256 GB,,,None,1 Lithium Polymer batteries required. (included),6 hours,,8 MP,"Corded-Electric"","" Battery",,,,,,,,,2736,1824
917.0,15.6,4 GHz AMD Ryzen 7,16 GB DDR4,1 TB Flash Memory Solid State,NVIDIA GeForce GTX 1660Ti,NVIDIA,Dedicated,"802.11b/n/ac"","" Bluetooth",1.0,2.0,ASUS,TUF Gaming TUF505,TUF505DU-EB74,Windows 10 Home,4.85 pounds,14.2 x 10.3 x 1 inches,14.17 x 10.31 x 1.02 inches,,AMD,4.0,DDR4 SDRAM,256.00,"Solid State"","" Serial ATA-600",5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,2666 MHz,,6 GB,,,,,1920,1080
150.79,15.6,3.2 GHz Core i5-4570,8 GB ddr3_sdram,500 GB,Intel HD Graphics,,integrated,,6.0,,HP,,HP ProDesk,Windows 10 Professional,16.7 pounds,14 x 3 x 10 inches,14 x 3 x 10 inches,,Intel,4.0,DDR3 SDRAM,,Serial ATA,,DVD,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1920,1080
389.96,10.0,1.6 GHz Pentium,4 GB,128 GB Flash Memory Solid State,Intel HD Graphics 615,,Integrated,802.11abg,,,Microsoft,Surface,MKK-00001,Windows 10 Home in S mode,1 pounds,9.7 x 6.9 x 0.3 inches,9.65 x 6.9 x 0.33 inches,Gold,Intel,2.0,,128 GB,,,None,1 Lithium Polymer batteries required. (included),,Windows,8 MP,Battery,,,,,,,,,1800,1200
442.0,17.3,1.6 GHz Intel Core i5,8 GB,256 GB flash_memory_solid_state,Intel HD Graphics 620,intel,Integrated,,,,HP,17-BY1053DX,7QK06UA,Windows Home,13.1 ounces,16.3 x 10.7 x 5.3 inches,16.3 x 10.7 x 5.3 inches,,Intel,2.0,DDR4 SDRAM,256 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1600,900
699.99,12.3,Intel Core i5,8 GB,256 GB,i5,,,,,,Microsoft,,,Windows 10 Home,4.5 pounds,6 x 5 x 5 inches,6 x 5 x 5 inches,,,4.0,,256 GB,,,,1 Lithium Polymer batteries required.,1 seconds,Windows,10 MP,Battery,,,,,,,,,1920,1080
1768.99,15.6,4.5 GHz Core i7 Family,16 GB DDR4,1 TB 1TB M.2 PCIe NVMe SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11bgn,1.0,2.0,Dell,XPS 15 7590,XPS7590-7565SLV-PUS,Windows 10,5.51 pounds,9.3 x 14.1 x 0.7 inches,9.27 x 14.06 x 0.66 inches,,Intel,1.0,DDR4 SDRAM,16.00,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,PC,,,,,,4 GB,,,,,3840,2160
645.0,13.3,1.8 GHz Intel Core i5,8 GB DDR3,256 GB flash_memory_solid_state,Intel HD Graphics 6000,intel,Integrated,"802.11abg"", 802.11ac, 802.11a/b/g/n,"" 802.11a",,,Apple,MacBook Air,NB-AP-MACBOOK_AIR_13__MMGG2LLA-NB-i7-2.2,Mac OS X,2.98 pounds,8.9 x 12.8 x 0.7 inches,8.9 x 12.8 x 0.7 inches,Silver,Intel,2.0,SODIMM,256 GB,Solid State,,,1 Lithium ion batteries required.,12 hours,Mac,,,,,,,,,,,1440,900
362.08,15.6,3.1 GHz AMD A Series,16 GB SDRAM,1 TB HDD 5400 rpm,AMD Radeon R5,amd,,802.11ac,,,Lenovo,Home and Business,LENOVO,Windows 10,4.63 pounds,14.8 x 10 x 0.8 inches,14.8 x 10 x 0.76 inches,Black,AMD,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required.,5 hours,PC,1.2 MP,AC & Battery,,,,,,,,,1366,768
120.0,11.6,1.6 GHz Intel Celeron D,2 GB SDRAM,16 GB Flash Memory Solid State,Intel HD Graphics,,Integrated,802.11ac,1.0,1.0,Samsung,XE500C13-S03US,XE500C13-S03US,Chrome OS,2.54 pounds,11.4 x 0.7 x 8 inches,11.37 x 0.7 x 8.04 inches,Black,Intel,2.0,DDR2 SDRAM,16.0,Solid State,,No Optical Drive,1 Lithium Polymer batteries required. (included),11 hours,PC,,,,,,,,,,,1366,768
118.98,8.0,1.4 GHz Snapdragon,2 GB DDR3_SDRAM,16 GB Flash Memory Solid State,Integrated Graphics,,Integrated,"802.11b"", 802.11g,"" 802.11n",,,Lenovo,Tab 4,ZA2B0009US,Android 7.1 Nougat,1.11 pounds,8.3 x 0.3 x 4.9 inches,8.3 x 0.3 x 4.9 inches,WiFi,Qualcomm,4.0,,16 GB,,,None,1 Lithium ion batteries required. (included),,Android,5 MP,Battery,5 volts,,,,,,,,1280,800
271.0,15.6,2.6 GHz AMD A6,8 GB,1 TB,,amd,integrated,802.11ac,1.0,,HP,HP Pavilion,,Windows 10,4.41 pounds,15 x 10 x 0.9 inches,15 x 10 x 0.9 inches,,AMD,2.0,DDR SDRAM,128 GB,Serial ATA,,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,,,1366,768
999.0,13.5,1.2 GHz Intel Core i5,8 GB LPDDR4,256 GB Flash Memory Solid State,,Intel,Integrated,,,2.0,Microsoft,Surface Laptop,V4C-00064,Windows 10 Home,3.4 pounds,,,Sandstone,Intel,4.0,,256,Solid State,7200,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,,,13.8 x 10.1 x 3.2 inches,,,1920,1080
291.38,15.6,2.4 GHz Core i3 7100U,4 GB SDRAM,1 TB HDD 5400 rpm,Intel HD Graphics 620,Intel,Integrated,802.11a,,,HP,HP 15.6 Laptop i3 Silver,HP 15.6 Laptop i3 Silver,Windows 10,5.85 pounds,15 x 0.9 x 10 inches,14.96 x 0.94 x 10 inches,Silver,Intel,2.0,DDR SDRAM,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required.,10 hours,PC,,AC & Battery,,,,,,,,,1366,768
1647.48,15.0,4.2 GHz Intel Core i7,16 GB LPDDR3,256 GB Flash Memory Solid State,NVIDIA GeForce GTX 1060,Nvidia,Dedicated,802.11abg,1.0,2.0,Microsoft,,HNR-00001,Windows 10 Pro,2.38 pounds,13.5 x 9.9 x 0.9 inches,13.5 x 9.87 x 0.9 inches,Silver,Intel,4.0,GDDR5,256.0,,,No Optical Drive,1 Lithium Polymer batteries required. (included),10 hours,PC,8 MP,,,1866 MHz,,6 GB,,,,,3260,2160
485.0,15.6,3.5 GHz Ryzen 3 2200G,8 GB DDR4,1000 GB Mechanical Hard Drive,AMD Radeon RX 550,,Dedicated,"802.11a"", 802.11b,"" 802.11g",2.0,,HP,Pavilion 690-0010,690-0010,Windows 10 Home,11 pounds,11 x 6.7 x 13.3 inches,11.02 x 6.69 x 13.3 inches,black,AMD,4.0,GDDR5,8,Serial ATA,7200 RPM,DVD-RW,,,PC,,,,2666 MHz,,4 GB,,,,,1920,1080
1499.0,14.0,1.8 GHz Core i7-860,16 GB DDR4,512 GB Flash Memory Solid State,Intel HD Graphics 620,Intel,Integrated,802.11ac,,2.0,LG,LG gram,14T990-U.AAS8U1,Windows 10 Home,4.41 pounds,14.3 x 9.9 x 0.7 inches,14.3 x 9.9 x 0.7 inches,Silver,Intel,1.0,DDR4 SDRAM,16,Solid State,2400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,"PC"", PC,"" PC",,,,,,128 MB,,,,,1920,1080
799.98,15.6,2.2 GHz Intel Core i7,8 GB SO-DIMM,256 GB Flash Memory Solid State,,NVIDIA,Dedicated,,,4.0,MSI,GL63 8SC-059,GL63 8SC-059,Windows 10,8.71 pounds,15.1 x 10.2 x 1.2 inches,15.07 x 10.23 x 1.16 inches,,Intel,6.0,SODIMM,256,Solid State,1,No Optical Drive,1 Lithium ion batteries required.,,,,,,,,,,,,,1920,1080
248.03,14.0,2.3 GHz Pentium Other,4 GB,128 GB flash_memory_solid_state,Graphics 610,intel,integrated,,,,HP,14-cf0012dx,14-cf0012dx,Windows 10,4.41 pounds,17.6 x 11.8 x 2.8 inches,17.6 x 11.8 x 2.8 inches,,Intel,2.0,DDR4 SDRAM,,,,,1 Lithium ion batteries required. (included),,Mac,,,,,,,,,,,1366,768
229.16,14.0,1.1 GHz Intel Celeron,4 GB DDR4,64 GB Flash Memory Solid State,,intel,Integrated,802.11ac,2.0,1.0,Acer,Aspire One,A114-32-C1YA,Windows 10 Home,3.64 pounds,9.7 x 13.5 x 0.7 inches,9.65 x 13.5 x 0.71 inches,Obsidian Black,Intel,2.0,DDR4 SDRAM,64,Solid State,,No Optical Drive,1 CR5 batteries required. (included),6.5 hours,,,,110240 volts,,,,,,,,1920,1080
98.93,7.0,,1.5 GB,,1.2 GHz,,,,,,Samsung,Galaxy Tab A,0,Android,3.52 ounces,4 x 1 x 10 inches,4 x 1 x 10 inches,black,,4.0,,16 GB,,,,1 Lithium Polymer batteries required.,120 hours,,36 pixels,,,,,,,,,,1920,1080
759.01,12.3,Core i5 8250U,8 GB SDRAM DDR3,256 GB SSD,Intel,,Dedicated,802.11abg,,,Microsoft,Microsoft Surface Pro 6,KJT-00016,Windows,1.7 pounds,11.5 x 7.9 x 0.3 inches,11.5 x 7.9 x 0.33 inches,Black,Intel,4.0,DDR3 SDRAM,256 GB,,,,1 Lithium Polymer batteries required. (included),13.5 hours,,8 MP,Battery,,,,,,,,,2736,1824
109.99,14.0,1.4 GHz Intel Celeron,4 GB DDR3,16 GB SSD,Intel,Intel,Integrated,802.11abg,1.0,,HP,F7W49UA,F7W49UA,Chrome OS,2 pounds,13 x 8 x 1 inches,13 x 8 x 1 inches,White,Intel,2.0,DDR3 SDRAM,,Solid State,,,,,PC,,,,,,,,,,,1366,768
169.99,8.0,,2 GB,32 GB,Adreno 504,,,,,,Samsung,,SM-T295,,1.45 pounds,8.3 x 0.3 x 4.9 inches,8.3 x 0.3 x 4.9 inches,Black,,,,32 GB,,,,1 Lithium ion batteries required.,14 hours,Android,8 MP,Battery,,,,,,,,,1280,800
782.27,15.6,4.6 GHz Core i7 Family,12 GB DDR4,512 GB flash_memory_solid_state,,Intel,Dedicated,801.11ac,1.0,3.0,Acer,A515-5G-73WC,A515-5G-73WC,Windows 10 Home,3.97 pounds,14.3 x 9.9 x 0.7 inches,14.31 x 9.88 x 0.71 inches,Black,Intel,4.0,DDR4 SDRAM,512.00,,,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,2 GB,,,,,1920,1080
159.99,14.1,Intel Celeron,4 GB,,,,,,,,Evoo,,,Windows 10 Home,4.2 pounds,,,,Intel,2.0,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,14.4 x 9.9 x 2.8 inches,,,1920,1080
432.99,15.6,2.3 GHz Intel Core i3,12 GB DDR,1 TB HDD 5400 rpm,Intel HD Graphics 620,intel,integrated,802.11ac,,,HP,HP,,Windows 10,4.41 pounds,15 x 10.6 x 1 inches,15 x 10.6 x 1 inches,Black,Intel,2.0,DDR4 SDRAM,8 GB,Serial ATA,5400 RPM,,1 Lithium Metal batteries required.,,PC,,,,,,,,,,,1366,768
1170.01,12.3,1.6 GHz i7-3960X,16 GB LPDDR3 1866 MHz,512 GB Flash Memory Solid State,2736 x 1824,,Integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,1.0,Microsoft,"Microsoft Surface Pro 6 (Intel Core i7"", 16GB RAM,"" 512GB)",KJV-00001,Windows 10 Home,1.76 pounds,12.7 x 9.1 x 1.9 inches,12.72 x 9.07 x 1.91 inches,Platinum,Intel,4.0,DDR SDRAM,512 GB,,,None,1 Lithium Polymer batteries required. (included),,,8 MP,"Corded-Electric"","" Battery",1.35 volts,,,,,,,,2736,1824
523.0,15.6,2.5 GHz Core i5 Family,8 GB DDR,2 TB mechanical_hard_drive,Intel HD Graphics 620,intel,Integrated,802.11ac,1.0,2.0,HP,HP 15.6,HP 15.6,Windows 10,3.9 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.94 inches,Jet Black,Intel,2.0,SDRAM,8.00,Serial ATA,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required.,,PC,,,,,,1 MB,,,,,1366,768
308.45,12.2,1 GHz core_m,4 GB LPDDR3,Flash Memory Solid State,Intel HD Graphics 615,intel,Integrated,802.11ac,2.0,1.0,Samsung,Samsung Chromebook,XE520QAB-K02US,Chrome OS,2.98 pounds,11.3 x 0.7 x 8.2 inches,11.35 x 0.67 x 8.2 inches,Light Titan,Samsung,1.0,,64.0,,,No Optical Drive,1 AAA batteries required. (included),,Chrome OS,13 MP,,120240 volts,,,,,,,,1900,1200
119.99,10.1,8032,2 GB,,,,Integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,TB-X505F,ZA4G0078US,Android 8.1 Oreo,1.65 pounds,6.7 x 9.6 x 0.3 inches,6.66 x 9.57 x 0.33 inches,,Qualcomm,1.0,,32 GB,,,,1 Lithium ion batteries required. (included),,,,Corded-Electric,,,,,,,,,1280,800
174.96,14.0,2.6 GHz AMD A Series,4 GB,500 GB mechanical_hard_drive,AMD Radeon R4,amd,Dedicated,"802.11b/g"", 802.11bgn,"" 802.11b",,,ASUS,X441BA,X441BA,Windows 10,3.97 pounds,13.7 x 9.6 x 1.1 inches,13.7 x 9.6 x 1.1 inches,,AMD,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,,,1366,768
448.99,17.3,2.1 GHz Intel Core i3,8 GB,1 TB PCIE SSD,Intel UHD Graphics 620,intel,Integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,L340,L340,Windows 10,4.41 pounds,16.8 x 12 x 1 inches,16.8 x 12 x 1 inches,,Intel,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1400,900
280.55,7.9,2.4 GHz,128 GB,128 GB,1,,,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,APPLE,iPad Mini 4,,iOS 9,1 pounds,5.3 x 0.2 x 8 inches,5.31 x 0.24 x 8 inches,Space Grey- Cellular,,2.0,DDR3 SDRAM,128 GB,,,,1 A batteries required. (included),10 hours,Mac,8 MP,Corded-Electric,,,,,,,,,2048,1536
999.99,13.3,1.8 GHz Intel Core i7,16 GB LPDDR3,512 GB Flash Memory Solid State,Intel HD Graphics 620,AMD,Integrated,802.11ac,,2.0,ASUS,ASUS ZenBook Flip S Touchscreen Convertible Laptop,UX370UA-XH74T-BL,Windows 10 Pro,2.4 pounds,12.2 x 8.3 x 0.4 inches,12.2 x 8.3 x 0.4 inches,Royal Blue,Intel,4.0,DDR3 SDRAM,512.0,Solid State,512 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),11 hours,PC,,,,,,,,,,,1920,1080
