Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
179.0,14.0,2.16 GHz Intel Celeron,2 GB DDR3,64 GB SSD,Intel Integrated Graphics,intel,integrated,802.11bgn,1.0,,Lenovo,Ideapad,Ideapad,Windows 10,3.31 pounds,14 x 10 x 0.8 inches,13.96 x 9.96 x 0.8 inches,Silver,Intel,2.0,DDR3 SDRAM,64 GB,Solid State,,,,9 hours,PC,,AC & Battery,,,,,,,,,1366,768
429.0,11.6,1.6 GHz Pentium D,8 GB DDR3,512 GB flash_memory_solid_state,Intel HD Graphics,Intel,Integrated,"802.11bgn"","" Bluetooth",2.0,,Dell,Dell Inspiron,,Windows 10,3.24 pounds,11.3 x 7.8 x 0.8 inches,11.3 x 7.8 x 0.8 inches,Red,Intel,4.0,DDR3 SDRAM,,Solid State,,,,,PC,,AC & Battery,,1600 MHz,,,,,,,1366,768
659.0,13.3,2.5 GHz Intel Core i7,12 GB DDR3,512 GB Solid State Drive,Nvidia GT940M 2GB,nvidia,Dedicated,802.11ac,,3.0,ASUS,ZenBook,UX303UB-DH74T,Windows 10,3.2 pounds,8.8 x 12.7 x 0.8 inches,8.8 x 12.7 x 0.8 inches,Smokey Brown,Intel,2.0,DDR3 SDRAM,512,,,,1 Lithium Polymer batteries required. (included),8 hours,,,Battery,,1600 MHz,,,,,,,3200,1800
313.25,15.6,3.1 GHz AMD A Series,8 GB,128 GB flash_memory_solid_state,AMD Radeon R5,amd,,802.11ac,,,Lenovo,Ideapad,,Windows 10,5.7 pounds,,,,AMD,2.0,DDR4 SDRAM,128 GB,Serial ATA,,,,5 hours,PC,,,,,,,,20.4 x 12 x 2.6 inches,,,1366,768
1159.0,15.6,8032,16 GB na,flash_memory_solid_state,na,intel,Dedicated,"802.11b"", 802.11g,"" 802.11n",,,HP,HP ProBook,4PY82UT,,4.81 pounds,14.8 x 10.1 x 0.9 inches,14.84 x 10.12 x 0.94 inches,,,6.0,,256.00,SSA,1 RPM,No Optical Drive,1 12V batteries required. (included),,,,,,2400 MHz,,1 GB,,,,,1920,1080
445.99,23.8,2 GHz AMD A Series,8 GB ddr4_sdram,2 TB HDD 7200 rpm,AMD Radeon R5,,,,,,HP,Pavilion,,Windows 10,18.85 pounds,,,Smoke Gray,AMD,2.0,DDR3 SDRAM,,Serial ATA,7200.00,,,,PC,,,,,,,,27 x 20.8 x 9.5 inches,,,1920,1080
518.98,15.6,Intel Core i5,4 GB DDR4,mechanical_hard_drive,,intel,,802.11ac,,,Dell,Dell Inspiron,i5570-5526SLV,Windows 10,6.9 pounds,13.9 x 19.4 x 3 inches,13.9 x 19.4 x 3 inches,Silver,Intel,1.0,,,,,,1 Lithium ion batteries required. (included),,,,"Corded-Electric"","" Battery",,,,,,,,,1920,1080
797.41,14.0,3.2 GHz Intel Core i5,4 GB DDR4 SDRAM,500 GB HDD,integrated_graphics,,Dedicated,Bluetooth,,2.0,Lenovo,ThinkCentre,10FH000KUS,Windows 7 Professional,12.35 pounds,21.1 x 19.7 x 7.7 inches,21.1 x 19.7 x 7.7 inches,Black,Intel,2.0,,,Serial ATA-600,7200 RPM,DVD-RAM,,,PC,,,,2133 MHz,,4 GB,,,,,1920,1108
449.99,15.6,2.1 GHz Intel Core i5,DDR4_SDRAM,500 GB Flash Memory Solid State,Intel UHD Graphics 630,,Dedicated,,2.0,1.0,HP,4AC52UT#ABA,4AC52UT,Windows 10,2.76 pounds,7 x 6.9 x 1.3 inches,6.97 x 6.89 x 1.34 inches,,Intel,6.0,,1.00,IEEE 1394b,1,DVD-RAM,,,PC,,,,2666 MHz,,1,,,,,1920,1080
398.5,15.6,3.1 GHz Intel Core i7,8 GB SDRAM,1 TB HDD 5400 rpm,Intel HD Graphics 520,intel,Integrated,Bluetooth,2.0,,Dell,Dell Inspiron,Dell Inspiron,Windows 10,5.2 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.25 x 0.94 inches,Silver,Intel,1.0,SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required.,5.5 hours,PC,,AC & Battery,,1600 MHz,,,,,,,1920,1080
469.99,13.3,2.5 GHz Intel Core i5,6 GB DDR4_SDRAM,1 TB mechanical_hard_drive,Intel HD Graphics 520,intel,integrated,802.11ac,1.0,,ASUS,Q304UA,,Windows 10,3.31 pounds,12.7 x 8.9 x 0.8 inches,12.7 x 8.9 x 0.8 inches,Silver,Intel,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),9 hours,Windows,,AC & Battery,,2133 MHz,,,,,,,1920,1080
300.0,11.6,2.16 GHz Pentium N3520,4 GB DDR3,500 GB mechanical_hard_drive,Intel HD Graphics,Intel,Integrated,802.11bgn,2.0,,Dell,Inspiron,i3147-3750sLV,Windows 8.1,3.07 pounds,11.8 x 7.9 x 0.8 inches,11.81 x 7.93 x 0.83 inches,Silver,Intel,4.0,DDR3 SDRAM,500 GB,Serial ATA,7200 RPM,,1 Lithium ion batteries required.,7.5 hours,PC,1.3 MP,"Corded-Electric"","" Battery",,1600 MHz,,,,,,,1366,768
699.99,12.5,2.5 GHz Intel Core i5,8 GB LPDDR3,256 GB Flash Memory Solid State,Intel HD Graphics,Intel,Integrated,802.11ac,,,ASUS,UX390UA-DH51-GR,UX390UA-DH51-GR,Windows 10,2.1 pounds,7.5 x 11.7 x 0.5 inches,7.5 x 11.7 x 0.5 inches,,Intel,2.0,,256.0,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),9 hours,PC,,,,,,2 GB,,,,,1920,1080
599.93,12.5,1.8 GHz Intel Core i7-4500U,8 GB DDR3L,256 MB flash_memory_solid_state,Intel HD Graphics 4400,,Integrated,802.11ac,,2.0,Dell,XPS,XPSU12-8670CRBFB,Windows 8,6.5 pounds,12.5 x 8.5 x 0.8 inches,12.5 x 8.5 x 0.8 inches,Carbon Fiber,Intel Core I7,1.0,DDR3 SDRAM,256,Solid State,,,1 Lithium ion batteries required. (included),8.5 hours,PC,1 MP,,,1600 MHz,,,,,,,1920,1080
3998.0,18.4,4 GHz Intel Core i7,32 GB,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1070,nvidia,Dedicated,802.11g,,5.0,MSI,GT83 Titan-016,GT83 Titan-016,Windows 10 Home,12.13 pounds,17.1 x 13.3 x 2.7 inches,17.12 x 13.34 x 2.71 inches,,Intel,1.0,GDDR5,512.0,Serial ATA,7200 RPM,DVD+RW,1 Lithium Polymer batteries required. (included),,,,,,,,16 GB,,,,,1920,1080
356.51,15.6,2.2 GHz Intel Core i5,6 GB DDR3,1 TB HDD 5400 rpm,Intel HD Graphics 520,intel,Integrated,802.11bgn,1.0,,HP,Pavilion 15,Pavilion 15,Windows 10,5 pounds,15.1 x 10.3 x 1 inches,15.14 x 10.28 x 0.99 inches,Silver,Intel,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),7.5 hours,PC,,AC & Battery,,,,,,,,,1920,1080
899.54,14.0,2.5 GHz Intel Core i5,8 GB LPDDR3,Flash Memory Solid State,Intel HD Graphics 620,intel,Integrated,"802.11b"", 802.11g,"" 802.11n",,4.0,Lenovo,ThinkPad X1 Yoga,20JD0015US,Windows 10 Pro,3.15 pounds,13.7 x 0.7 x 9 inches,13.7 x 0.7 x 9 inches,Black,Intel,4.0,,256.0,Serial ATA-600,,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,,1866 MHz,,,,,,,1920,1080
799.0,15.6,2.6 GHz Intel Core i7,8 GB DDR3,1 TB flash_memory_solid_state,NVIDIA GeForce GTX 960M,nvidia,Dedicated,802.11ac,,,Dell,Dell 15.6,Dell 15.6,Windows 10,5.51 pounds,,,Black,Intel,4.0,SDRAM,4 GB,Serial ATA,,,1 Lithium Polymer batteries required.,,PC,,,,,,,,20.5 x 13.3 x 2.8 inches,,,1920,1080
581.4,15.6,4 GHz Intel Core i5,12 GB ddr4_sdram,1 TB flash_memory_solid_state,Intel HD Graphics 630,,dedicated,,,,Dell,Inspiron 3670,,Windows 10,14.1 pounds,11.6 x 14.7 x 6.3 inches,11.61 x 14.71 x 6.3 inches,black,Intel,,GDDR4,,Serial ATA,,DVD-RW,,,PC,,,,,,,,,,,1920,1080
664.99,15.6,2.5 GHz Intel Core i5,8 GB DDR4,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,"802.11bgn"","" Bluetooth",1.0,,HP,HP 15-CC057CL,HP Pavilion,Windows 10 Home,4.65 pounds,14.9 x 9.9 x 0.9 inches,14.88 x 9.92 x 0.88 inches,,Intel,2.0,DDR SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,9 hours,Home and Business Laptop PC,,AC & Battery,,2133 MHz,,,,,,,1366,768
609.99,15.6,2.5 GHz,8 GB DDR4,256 GB flash_memory_solid_state,Integrated Intel HD graphics,,Integrated,802.11ac,,,Lenovo,Yoga 710,Yoga 710,Windows 10,4.85 pounds,8 x 11.5 x 0.8 inches,8 x 11.5 x 0.8 inches,,Intel,2.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required.,8 hours,PC,,,,,,,,,,,1920,1080
2587.99,15.6,3.1 GHz Core i7 Family,16 GB DDR4,512 GB Flash Memory Solid State,Radeon Pro WX Vega M GL,AMD,Dedicated,802.11ac,,3.0,Dell,Precision,SBR31,,4.41 pounds,9.3 x 13.9 inches,9.3 x 13.9,,Intel,6.0,,16,Solid State,7200,No Optical Drive,1 Lithium ion batteries required. (included),,,,Corded-Electric,,,,4 GB,,,,,1920,1080
47.83,10.1,1.2 GHz,8 GB DDR_SDRAM,8 GB,onboard,,,802.11b/g,,,PROSCAN,Touch,,Android 7.1 Nougat,2.87 pounds,,,,,4.0,DDR SDRAM,8 GB,,,,,5 hours,Android,2 MP,Battery,,,,,,11.9 x 7.7 x 3.4 inches,,,1024,600
349.0,12.0,0.9 GHz Core M 6Y30,4 GB DDR3,128 GB SATA,Intel HD Graphics 515,,Integrated,802.11ac,,1.0,HP,Spectre 12-a008nr x2 Detachable Laptop,N5S21UA#ABA,Windows 10,2.68 pounds,8.2 x 11.8 x 0.5 inches,8.23 x 11.81 x 0.52 inches,,Intel,2.0,,128.0,,,No Optical Drive,1 Lithium Metal batteries required. (included),10 hours,,8 MP,,,,,2095 MB,,,,,1920,1280
667.98,15.6,1.6 GHz Intel Core i5,8 GB DDR4,256 GB flash_memory_solid_state,NVIDIA GeForce MX130,,Dedicated,,,,Lenovo,81CA001TUS,,Windows 10,6.36 pounds,,,,Intel,4.0,DIMM,256 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,,,20.7 x 12.6 x 3.1 inches,,,1920,1080
2399.0,15.6,2.9 GHz 8032,16 GB,1024 GB Hybrid Drive,NVIDIA GeForce GTX 1070,nvidia,Integrated,802.11ac,,4.0,AORUS,X5 v7-KL3K3D,X5 V7-KL3K3D,Windows 10 Home,5.51 pounds,15.3 x 10.7 x 0.9 inches,15.35 x 10.71 x 0.9 inches,,Intel,2.0,,256.0,Serial ATA,7200 RPM,No Optical Drive,,,,,,,,,,,,,,2880,1620
751.7,13.3,,8 GB DDR,flash_memory_solid_state,Intel UHD Graphics 620,,Integrated,802.11ac,,,Dell,Dell Inspiron,,Windows 10 Home,3.75 pounds,12.8 x 8.8 x 0.8 inches,12.76 x 8.85 x 0.77 inches,,Intel,2.0,DDR4 SDRAM,256 GB,,,,1 Lithium ion batteries required. (included),,Windows,,,,,,,,,,,1920,1080
1408.13,23.8,8032,DDR4_SDRAM,Flash Memory Solid State,Intel UHD Graphics 630,,Dedicated,,1.0,1.0,HP,4HX54UT,4HX54UT,,19.25 pounds,21.2 x 7.1 x 18.4 inches,21.24 x 7.09 x 18.41 inches,,,6.0,,256.00,ATA-4,1,DVD-W,,,,,Corded-Electric,,2666 MHz,,1,,,,,1920,1080
310.0,15.6,2.5 GHz Intel Core Duo,8 GB DDR4,2 TB HDD 4200 rpm,Intel HD Graphics 620,intel,Integrated,"802.11b"","" 802.11g",2.0,,HP,15-AY173DX,1NT88UA,Windows 10,4.83 pounds,15.1 x 10 x 1 inches,15.13 x 10.02 x 0.96 inches,,Intel,2.0,SDRAM,2 TB,Serial ATA,5400 RPM,,1 Lithium ion batteries required.,,PC,,,,2133 MHz,,,,,,,1366,768
295.0,15.6,2.4 GHz Intel Celeron,4 GB DDR4,1000 GB Hybrid Drive,Intel HD Graphics 500,Intel,Integrated,802.11ac,1.0,2.0,Lenovo,ideapad 320,80XV00A9US,Windows 10 Home,4.9 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Coral Red,Intel,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,DVD-RW,1 Lithium Polymer batteries required.,6 hours,PC; Mac,,AC & Battery,,,,,,,,,1366,768
165.99,8.0,,,,,,,,,,Kocaso,,M870,Android 4.0 Ice Cream Sandwich,1.9 pounds,,,,,,,,,,,,6 hours,Android,1 MP,,,,,,,9.1 x 6.9 x 2.5 inches,,,1920,1080
219.99,15.6,2.4 GHz Celeron J1800,8 GB,64 GB SSD,,,,,,,Bounabay,,,"Windows 7 Professional"","" Windows 8",2.56 pounds,,,black,Intel,2.0,DDR3 SDRAM,,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,13 x 8.7 x 1.8 inches,,,1920,1080
1385.0,15.6,4 GHz,16 GB,512GB SSD,NVIDIA GeForce GTX 1050,nvidia,Dedicated,,,,Dell,Dell XPS,,Windows 10,4.4 pounds,9.3 x 14.1 x 0.7 inches,9.27 x 14.06 x 0.66 inches,,Intel,4.0,DDR DRAM,512 GB,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,,,1920,1080
829.97,15.6,2.5 GHz Intel Core i5,8 GB,1512 GB flash_memory_solid_state,NVIDIA GeForce GTX 1050,nvidia,Dedicated,802.11ac,,,Dell,Dell Inspiron,,Windows 10,8.9 pounds,15.1 x 10.4 x 1 inches,15.1 x 10.4 x 1 inches,,Intel,4.0,SDRAM,512 GB,Serial ATA,5400 RPM,,,,PC,,,,,,,,,,,1920,1080
419.52,15.6,1.1 GHz Pentium,16 GB SDRAM,2 TB HDD 5400 rpm,Intel UHD Graphics 605,Intel,,802.11bgn,,,Dell,Inspiron,DELL,Windows 10,4.96 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,Black,Intel,4.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required.,8 hours,PC,1.2 MP,AC & Battery,,,,,,,,,1366,768
1199.66,17.3,2.8 GHz,16 GB DDR4,1 TB serial_ata,NVIDIA GeForce GTX 1070,nvidia,NVIDIA-GEFORCEGTX1070/8GB,802.11ac,,,HP,5166698,17-W295MS,Windows 10 Home,11.45 pounds,,,Black,Intel,4.0,DDR4 SDRAM,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,26.2 x 16.4 x 6.3 inches,,,1920,1080
319.0,11.6,1.8 GHz ARM dual-core CORTEX A9 OMAP 4,4 GB SDRAM,128 GB SSD,AMD Radeon R5,AMD,dedicated,"802.11b/g"", 802.11bgn,"" 802.11b",2.0,,Dell,Inspiron,2019,Windows 10,3.25 pounds,11.5 x 8 x 0.8 inches,11.5 x 8 x 0.8 inches,Grey,AMD,2.0,DDR DRAM,128 GB,Solid State,,,1 Lithium ion batteries required. (included),4 hours,PC,1.2 MP,AC & Battery,,,,,,,,,1366,768
549.98,14.0,3.4 GHz Intel Core i7,16 GB DDR,512 GB flash_memory_solid_state,Intel HD Graphics 520,,Integrated,802.11ac,,,Techwizards,"Dell Latitude E7470 14"""" QHD (2560x1440) Touchscreen Business Ultrabook Intel Core i7-6600U"","" 16GB DDR4 RAM 512GB m.2SATA SSD Windows 10 Pro",,Windows 10,6.25 pounds,,,Black,Intel,1.0,DDR3 SDRAM,512 GB,eSATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,20.9 x 17 x 4 inches,,,2560,1440
311.01,15.6,3 GHz AMD A Series,4 GB SDRAM,1 TB mechanical_hard_drive,AMD Radeon R5,AMD,,802.11a,,,Lenovo,Lenovo ideapad 320 80XV00A8US,Lenovo ideapad 320 80XV00A8US,Windows 10,6.3 pounds,14.9 x 10.2 x 0.9 inches,14.88 x 10.24 x 0.9 inches,,AMD,4.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 A batteries required. (included),,PC,,AC & Battery,,2133 MHz,,,,,,,1366,768
321.65,14.0,2.4 GHz 8032,4 GB DRAM,Flash Memory Solid State,,Intel,Integrated,"802.11a"", 802.11b,"" 802.11g",,,HP,3UZ96UT,3UZ96UT#ABA,Chrome OS,4.75 pounds,18.3 x 2.7 x 11.9 inches,18.3 x 2.7 x 11.9 inches,,Intel,2.0,,32.0,Serial ATA,1,No Optical Drive,1 Lithium ion batteries required. (included),,,,Corded-Electric,,2400 MHz,,,,,,,1920,1080
236.89,11.6,2.48 GHz Intel Celeron,16 GB,16 GB emmc,Intel HD Graphics 400,intel,Integrated,,,,Acer,CB5-132T-C8ZW,,Chrome OS,4.3 pounds,14 x 11 x 3.5 inches,14 x 11 x 3.5 inches,White,Intel,2.0,,,,,,1 Lithium ion batteries required. (included),,Chrome,,,,,,,,,,,1366,768
1092.12,14.1,1.7 GHz Intel Core i5,8 GB,Flash Memory Solid State,Intel UHD Graphics 620,intel,Integrated,802.11g,1.0,3.0,Dell,Dell Latitude,W2W1D,Windows 10 Pro,3.1 pounds,13 x 8.7 x 0.7 inches,13 x 8.7 x 0.7 inches,,Intel,1.0,,126.0,,,No Optical Drive,1 Lithium ion batteries required. (included),,,,Corded-Electric,,,,,,,,,1366,768
1449.99,14.0,Core i7 6600U,16 GB,flash_memory_solid_state,,intel,,,,,Dell,Dell Latitude,,Windows 10 Pro,3 pounds,13 x 0.7 x 8.7 inches,13.03 x 0.67 x 8.7 inches,,Intel,2.0,SDRAM,512 GB,,,,1 9V batteries required. (included),,,,,,,,,,,,,1920,1080
489.99,14.0,2.2 GHz Intel Core i3,8 GB DDR,128 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,Integrated,802.11ac,,1.0,Lenovo,Dell Precision,81EM000WUS,Windows 10 Home,4 pounds,12.9 x 9 x 0.7 inches,12.9 x 9 x 0.7 inches,Black,Intel,2.0,DDR SDRAM,128.00,Solid State,2 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,PC,,Corded-Electric,,,Click here for Proposition 65 warning,2 GB,,,,,1366,768
429.0,15.6,2.5 GHz Intel Core i5,8 GB DDR,2128 GB flash_memory_solid_state,Intel HD Graphics 620,intel,Integrated,802.11ac,,,HP,,HP 15.6 Laptop,Windows 10 Home 64,4.52 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.94 inches,Silver,Intel,2.0,,128 GB,,5400 RPM,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,,,,,,,,1366,768
539.99,14.0,1.6 GHz Intel Core i5,4 GB SDRAM,500 GB Mechanical Hard Drive,Intel UHD Graphics 620,intel,Integrated,802.11g,1.0,3.0,Dell,Dell Latitude,6J9XN,Windows 10 Pro,3.5 pounds,13.1 x 9 x 0.8 inches,13.1 x 9 x 0.8 inches,,Intel,1.0,,4 GB,,7200 RPM,DVD+RW,1 Lithium ion batteries required. (included),,,,Corded-Electric,19.5 volts,,,,,,,,1366,768
699.49,15.6,2.2 GHz Intel Core i3,8 GB,128 GB Hybrid,Intel UHD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Dell,Dell Inspiron,na,Windows 10 64-Bit,6.61 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,,Intel,4.0,DDR SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),,Home and Business Laptop,,,,2133 MHz,,,,,,,1920,1080
1611.0,14.0,1.8 GHz Core i7 8550U,16 GB DDR4,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11abg,,,HP,HP EliteBook,3WD95UT#ABA,Windows 10 Pro,3.26 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,Silver,Intel,4.0,,512.0,ATA-4,1,No Optical Drive,1 Lithium Polymer batteries required. (included),,Windows,,,,2400 MHz,,1 GB,,,,,3840,2160
1296.65,14.0,8032,8 GB DDR4,Flash Memory Solid State,Radeon,1,Dedicated,"802.11b"", 802.11g,"" 802.11n",1.0,1.0,HP,EliteBook,4JB83UT,,3.26 pounds,12.8 x 9.2 x 0.7 inches,12.83 x 9.21 x 0.7 inches,,,4.0,,256.00,ATA-4,1,BD-R,1 12V batteries required.,,,,Corded-Electric,,2400 MHz,,1,,,,,1920,1080
149.99,11.6,2.16 GHz Intel Celeron,2 GB SDRAM,16 GB flash_memory_solid_state,Integrated,,Integrated,802.11ac,1.0,1.0,Lenovo,ideapad 100s Chromebook,80QN0009US,Chrome OS,2.64 pounds,11.8 x 0.8 x 8.2 inches,11.81 x 0.78 x 8.23 inches,black,Intel,2.0,DDR3 SDRAM,16.0,,,No Optical Drive,1 Lithium ion batteries required. (included),8 hours,,,,,1333 MHz,,,,,,,1366,768
145.0,10.1,2 GHz,4 GB,64 GB,MediaTek,,,802.11bgn,,,CHAOHENG,Touch,,Android 7.0 Nougat,2.17 pounds,,,Silver,MediaTek,8.0,DDR3 SDRAM,64 GB,USB,,,1 Lithium ion batteries required. (included),8 hours,PC,12 MP,AC,,,,,,11.5 x 8.8 x 2.8 inches,,,1920,1200
172.0,10.1,Intel Atom,64 GB LPDDR3,64 GB emmc,Intel HD Graphics 405,intel,integrated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,,,Windows 10 Professional,1.6 pounds,10 x 0.4 x 7 inches,10 x 0.4 x 7 inches,,Intel,4.0,DDR3 SDRAM,64 GB,Solid State,,,1 Lithium Polymer batteries required.,10 hours,PC,5 MP,"Corded-Electric"","" Battery",,,,,,,,,1920,1080
1426.37,15.6,8032,,,NVIDIA GeForce GTX 1060,NVIDIA�,dedicated,802.11ac,,,Acer,Acer Predator Series,PH315-51-71FS,Windows 10 Home,10.25 pounds,22 x 3.5 x 14 inches,22 x 3.5 x 14 inches,,,1.0,,,,5400 RPM,,,7 hours,,,,,,,,,,,,1920,1080
719.95,15.6,1.6 GHz Intel Core i5,12 GB,256 GB SSD,Intel UHD Graphics 620,intel,Integrated,802.11ac,,,Lenovo,Yoga 730 2-in-1,,Windows 10,4.17 pounds,14.2 x 9.8 x 0.7 inches,14.2 x 9.8 x 0.7 inches,Abyss Blue,Intel,4.0,SDRAM,256 GB,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
668.0,14.0,3.4 GHz Intel Core i5,8 GB,256 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,Integrated,"802.11ac"","" Bluetooth",,,Acer,Acer Swift 3,Swift 3,Windows 10,4.61 pounds,12.7 x 9 x 0.7 inches,12.7 x 9 x 0.7 inches,Silver,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),12 hours,PC,,AC & Battery,,,,,,,,,1920,1080
1199.77,15.6,3.8 GHz Intel Core i7,12 GB DDR4,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,,,3.0,Dell,FBA_i5577-7700BLK-PUS,i5577-7700BLK-PUS,Windows 10,5.66 pounds,10.4 x 15.7 x 1 inches,10.43 x 15.7 x 0.99 inches,Black,Intel,4.0,DDR SDRAM,128.0,Solid State,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,,,4 GB,,,,,1920,1080
899.66,17.0,2.6 GHz Intel Core i7,16 GB,128 GB SSD; HDD,NVIDIA GeForce GTX960M 4GB GDDR5,NVIDIA GeForce,Dedicated,802.11ac,2.0,3.0,ASUS,ROG GL752VW,GL752VW-DH74,Windows 10,6.6 pounds,10.6 x 16.3 x 1.3 inches,10.6 x 16.3 x 1.3 inches,Metallic,Intel,4.0,GDDR5,128,,7200 RPM,DL DVD±RW/CD-RW,1 Lithium ion batteries required. (included),5 hours,PC,,Battery,,2133 MHz,,4096 MB,,,,,1920,1080
496.99,14.0,2.5 GHz Intel Core i5,8 GB DDR4,256 GB SSD,Intel HD Graphics 620,intel,Integrated,"802.11a"", Bluetooth,"" 802.11bgn",,,Lenovo,Lenovo Yoga 710,Yoga 2 in 1,Windows 10,3.42 pounds,14 x 9.1 x 0.8 inches,14 x 9.1 x 0.8 inches,Silver,Intel Core i5-7200U,2.0,DDR3 SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,10 hours,PC,,AC & Battery,,2.3 GHz,,,,,,,1920,1080
1699.0,17.3,8032,DDR,mechanical_hard_drive,NVIDIA GeForce GTX 1070,nvidia,Dedicated,"802.11a"", 802.11b,"" 802.11g",,,ASUS,ASUS Rog Strix,90NB0DZ3-M00980,Windows 10 64-Bit,6.39 pounds,,,,,4.0,GDDR5,,,7200 RPM,,,,,,,19 volts,2400 MHz,,,,18.8 x 17.4 x 5.5 inches,,,1920,1080
1799.0,15.6,3.8 GHz Intel Core i7,16 GB DDR4,Flash Memory Solid State,NVIDIA GeForce GTX 1050,nvidia,Dedicated,Bluetooth,,4.0,MSI,GE63 Raider-008,GE63 7RC(Raider)-008US,Windows 10 Home,4.85 pounds,15.1 x 1.1 x 10.2 inches,15.08 x 1.08 x 10.24 inches,Aluminum Black,Intel,1.0,,512.0,,7200 RPM,CD-RW,1 Lithium ion batteries required. (included),,PC,,,,,,4 GB,,,,,1920,1080
597.95,15.6,2.5 GHz Intel Core i7,8 GB SO-DIMM,512 GB SSD,Intel HD Graphics 620,Intel,Integrated,802.11n,,,Dell,5566,5566,Windows 10,5.11 pounds,10.3 x 15 x 0.9 inches,10.3 x 15 x 0.9 inches,Black,Intel,1.0,SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required. (included),8 hours,PC,,,,,,,,,,,1366,768
649.99,15.6,,12 GB,mechanical_hard_drive,NVIDIA GeForce GTX 1050 Ti,nvidia,Dedicated,"802.11b"","" 802.11g",,,HP,15-CB045wm,1KT35UA,Windows 10,4.87 pounds,14.9 x 9.9 x 0.9 inches,14.88 x 9.93 x 0.95 inches,,,4.0,GDDR5,1 TB,,,,1 Lithium Polymer batteries required.,,,,,,2133 MHz,,,,,,,1920,1080
205.89,15.6,1.1 GHz Atom N550,4 GB,"1 TB 1TB 5"",""400 RPM",Intel HD Graphics 500,,Integrated,,1.0,,Lenovo,Lenovo Ideapad,80XR00AGUS,Windows 10,5.95 pounds,14.9 x 10.2 x 0.9 inches,14.88 x 10.2 x 0.9 inches,Grey,Intel,1.0,DDR3 SDRAM,1 TB,ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1920,1080
