Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
1399.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2060,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive",MSI,GS65 STEALTH-478,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2060,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.69 inches,15.1 inches,10.2 inches,False,False,1 year,1 year,824142183458
279.99,False,15.6 inches,False,HDD,4 gigabytes,AMD Radeon R4,2.6 gigahertz,AMD A6,A6-9225,Windows 10 Home in S mode,Lithium-ion,"IdeaPad S145 15.6"" Laptop - AMD A6-Series - 4GB Memory - AMD Radeon R4 - 500GB Hard Drive",Lenovo,81N3005LUS,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,2.6 gigahertz,AMD A6,A6-9225,Windows 10 Home in S mode,True,None,Lithium-ion,0.8 inches,14.3 inches,9.9 inches,True,False,1 year,1 year,193386782667
2399.99,True,16 inches,False,SSD,16 gigabytes,AMD Radeon Pro 5300M,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,macOS Catalina,Lithium-ion polymer,"MacBook Pro - 16"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 5300M - 512GB SSD (Latest Model)",Apple,MVVJ2LL/A,Space Gray,True,16 inches,3072 x 1920 (Retina),False,LED,SSD,16 gigabytes,DDR4,AMD Radeon Pro 5300M,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,macOS Catalina,True,None,Lithium-ion polymer,0.64 inches,14.1 inches,9.68 inches,True,True,1 Year,1 Year,190199267961
999.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Lithium-ion,"G3 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1660Ti - 512GB Solid State Drive",Dell,I3590-5988BLK-PUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LED,SSD,8 gigabytes,DDR4,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,True,None,Lithium-ion,0.85 inches,14.4 inches,10 inches,True,False,1 Year,1 Year,884116315988
579.99,True,15.6 inches,True,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",HP,15M-DS0011DX,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.7 inches,True,False,1 year,1 year,193424599516
1699.99,True,13.3 inches,False,SSD,8 gigabytes,Intel Iris Plus Graphics 655,2.4 gigahertz,Intel 8th Generation Core i5,Intel 8th Generation Core i5,Mac OS,Lithium-polymer,"MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD (Latest Model)",Apple,MV972LL/A,Space Gray,True,13.3 inches,2560 x 1600 (Retina),False,LED,SSD,8 gigabytes,LPDDR3,Intel Iris Plus Graphics 655,Integrated,Intel,2.4 gigahertz,Intel 8th Generation Core i5,Intel 8th Generation Core i5,Mac OS,True,None,Lithium-polymer,0.59 inches,11.97 inches,8.36 inches,True,True,1 Year,1 Year,190199113091
199.99,False,14 inches,False,SSD,4 gigabytes,AMD Radeon R5,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home in S mode,Lithium-ion,"14"" Laptop - AMD A9-Series - 4GB Memory - AMD Radeon R5 Graphics - 128GB Solid State Drive",HP,14-DK0002DX,Silver,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,DDR4 SDRAM,AMD Radeon R5,Integrated,AMD,3.1 gigahertz,AMD A9,A9-9425,Windows 10 Home in S mode,True,None,Lithium-ion,0.78 inches,12.76 inches,8.9 inches,True,False,1 year,1 year,193905289622
399.99,False,15.6 inches,False,HDD,8 gigabytes,Other,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home in S mode,Lithium-ion,"L340-15API 15.6"" Laptop - AMD Ryzen 3 - 8GB Memory - 1TB Hard Drive",Lenovo,81LW005PUS,Gray,False,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,HDD,8 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.6 gigahertz,AMD 2nd Generation Ryzen 3,3200U,Windows 10 Home in S mode,True,"CD-R, CD-RW, DVD+R, DVD+RW, DVD-R, DVD-RW",Lithium-ion,0.9 inches,14.3 inches,10 inches,True,False,1 year,1 year,193386906186
629.99,True,13.3 inches,True,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Lithium-polymer,"Yoga 730 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,81CT0008US,Silver,True,13.3 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,12.1 inches,8.5 inches,False,False,1 year,1 year,192330151146
249.0,False,14 inches,False,eMMC,4 gigabytes,AMD Radeon R4,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-ion,"14"" Chromebook - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory",HP,14-DB0023DX,Gray,False,14 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193808022845
2799.99,True,16 inches,False,SSD,16 gigabytes,AMD Radeon Pro 5500M,2.3 gigahertz,Intel 9th Generation Core i9,Intel 9th Generation Core i9,macOS Catalina,Lithium-ion polymer,"MacBook Pro - 16"" Display with Touch Bar - Intel Core i9 - 16GB Memory - AMD Radeon Pro 5500M - 1TB SSD (Latest Model)",Apple,MVVK2LL/A,Space Gray,True,16 inches,3072 x 1920 (Retina),False,LED,SSD,16 gigabytes,DDR4,AMD Radeon Pro 5500M,Discrete,Intel,2.3 gigahertz,Intel 9th Generation Core i9,Intel 9th Generation Core i9,macOS Catalina,True,None,Lithium-ion polymer,0.64 inches,14.1 inches,9.68 inches,True,True,1 Year,1 Year,190199267978
169.99,False,14 inches,False,eMMC,4 gigabytes,Other,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Lithium-ion,"Stream 14"" Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory",HP,14-DS0003DX,Blue,False,14 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193905104116
979.99,True,13.3 inches,True,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Inspiron 2-in-1 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD + Optane",Dell,I7390-7100BLK-PUS,Black,True,13.3 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LCD,SSD,16 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,False,None,Lithium-ion,,,,True,False,1-year,1-year,884116315100
499.99,False,14 inches,True,SSD,8 gigabytes,,2.1 gigahertz,Intel 10th Generation Core i3,i3-10110U,Windows 10 Home in S mode,Lithium-ion,"Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive",HP,14M-DH1001DX,Silver,False,14 inches,1366 x 768 (HD),True,LED-LCD,SSD,8 gigabytes,DDR4 SDRAM,,Integrated,Intel,2.1 gigahertz,Intel 10th Generation Core i3,i3-10110U,Windows 10 Home in S mode,True,None,Lithium-ion,0.81 inches,12.8 inches,8.78 inches,True,True,1 Year,1 Year,193905733590
999.0,True,13.5 inches,True,SSD,8 gigabytes,,,Intel 10th Generation Core i5,i5-1035G7,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 13.5"" Touch-Screen - Intel Core i5 - 8GB Memory - 256GB Solid State Drive (Latest Model)",Microsoft,V4C-00022,Black,True,13.5 inches,2256 x 1504,True,Touchscreen LCD,SSD,8 gigabytes,Not provided,,Integrated,Intel,,Intel 10th Generation Core i5,i5-1035G7,Windows 10 Home,True,None,Lithium-ion polymer,0.57 inches,12.1 inches,8.79 inches,False,False,1 Year,1 Year,889842486056
169.99,False,11.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics,1.04 gigahertz,Intel Atom,E8000,Windows 10 Home in S mode,Lithium-ion,"Stream 11.6"" Laptop - Intel Atom x5 - 4GB Memory - 64GB eMMC Flash Memory",HP,11-AK1012DX,White,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Intel HD Graphics,Integrated,Intel,1.04 gigahertz,Intel Atom,E8000,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,11.1 inches,7.6 inches,True,False,1 year,1 year,193808723230
599.99,True,13.3 inches,True,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Lithium-ion,"Notebook 7 Spin 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive",Samsung,NP730QAA-K02US,Silver,True,13.3 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.4 inches,8.5 inches,True,False,1 year,None,887276337852
599.99,True,15.6 inches,True,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"Notebook 7 Spin 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",Samsung,NP750QUB-K01US,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.2 inches,9.7 inches,True,False,1 year,1 year,887276331430
1799.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 Max-Q - 1TB Solid State Drive",MSI,GS75 STEALTH-243,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.2 inches,True,False,1 year,1 year,824142181386
239.99,False,15.6 inches,False,HDD,4 gigabytes,Other,2.3 gigahertz,Intel Pentium,5405U,Windows 10 Home in S mode,Lithium-ion,"IdeaPad S145 15.6"" Laptop - Intel Pentium Gold - 4GB Memory - 500GB Hard Drive",Lenovo,81MV0001US,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,2.3 gigahertz,Intel Pentium,5405U,Windows 10 Home in S mode,True,None,Lithium-ion,0.78 inches,14.3 inches,9.9 inches,True,False,1 year,1 year,193268600782
299.0,False,15.6 inches,False,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"15.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Samsung,XE350XBA-K01US,Silver,False,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,eMMC,4 gigabytes,Not provided,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,True,None,Lithium-ion,0.6 inches,14.2 inches,9.6 inches,True,False,1 year,1 year,887276332970
1199.99,True,17.3 inches,True,SSD,16 gigabytes,NVIDIA GeForce MX250,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Inspiron 17.3"" 7000 2-in-1 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - GeForce MX250 - 512GB SSD + 32GB Optane",Dell,I7791-7452SLV-PUS,Silver,True,17.3 inches,1920 x 1080 (Full HD),True,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX250,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,True,None,Lithium-ion,0.8 inches,15.7 inches,10.7 inches,True,False,1 year,1 year,884116360452
799.99,True,14 inches,True,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,81TC000JUS,Silver,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.7 inches,8.4 inches,True,False,1 year,1 year,193638237297
1199.99,True,15.6 inches,True,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" 7000 2-in-1 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB - GeForce MX250 - 512GB SSD + Optane",Dell,I7590-7117BLK-PUS,Black,True,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,False,None,Lithium-ion,,,,True,False,1-year,1-year,884116315117
999.99,True,15.6 inches,True,"SSD, HDD",16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB Hard Drive + 128GB Solid State Drive",ASUS,Q526FA-BI7T10,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,14.1 inches,8.9 inches,False,False,1 year,1 year,192876248942
1049.0,False,12.3 inches,False,,,,,Intel 8th Generation Core i7,,Windows 10 Home,Lithium-ion,"Surface Pro 6 - 12.3"" Touch-Screen - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Microsoft,KJU-00016,Black,False,12.3 inches,2736 x 1824,False,,,,,,,,,,,Windows 10 Home,False,,Lithium-ion,0.33 inches,11.5 inches,7.9 inches,True,False,1-year limited hardware,1 Year,889842370362
999.99,True,13.9 inches,True,SSD,12 gigabytes,Intel HD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-polymer,"Yoga C930 2-in-1 13.9"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 256GB Solid State Drive",Lenovo,81C4000HUS,Gray,True,13.9 inches,1920 x 1080 (Full HD),True,Touchscreen Widescreen LED-LCD,SSD,12 gigabytes,DDR4,Intel HD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,True,None,Lithium-polymer,0.57 inches,8.93 inches,12.6 inches,False,False,3 Years,1 Year,192651836449
299.0,False,11.6 inches,True,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"C340 2-in-1 11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Lenovo,81TA0000US,Gray,False,11.6 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,Not provided,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,True,None,Lithium-ion,0.7 inches,11.4 inches,8.2 inches,True,False,1 year,1 year,193386390053
1349.99,True,15.6 inches,True,SSD,16 gigabytes,NVIDIA GeForce MX250,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" 7000 2-in-1 4K UHD Touch-Screen Laptop - Intel Core i7 - 16GB - GeForce MX250 - 512GB SSD + 32GB Optane",Dell,I7591-7483BLK-PUS,Black,True,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX250,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.8 inches,True,False,1 year,1 year,884116360483
379.0,False,14 inches,True,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",HP,14B-CA0013DX,White,False,14 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,LPDDR4 SDRAM,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,True,None,Lithium-ion,0.7 inches,12.8 inches,8.9 inches,True,False,1 year,1 year,193905557769
299.99,False,14 inches,False,SSD,4 gigabytes,Intel UHD Graphics 615,1.1 gigahertz,Intel Core m3,m3-8100Y,Windows 10 Home in S mode,Lithium-polymer,"ImagineBook MJ401TA 14"" Laptop - Intel Core m3 - 4GB Memory - 128GB Solid State Drive",ASUS,MJ401TA-BM3N5,White,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,4 gigabytes,LPDDR3,Intel UHD Graphics 615,Integrated,Intel,1.1 gigahertz,Intel Core m3,m3-8100Y,Windows 10 Home in S mode,True,None,Lithium-polymer,0.7 inches,13.2 inches,8.9 inches,False,False,1 year,1 year,192876382233
449.0,True,14 inches,True,eMMC,4 gigabytes,Intel UHD Graphics 620,2.2 gigahertz,Intel 8th Generation Core i3,8130U,Chrome OS,Lithium-ion,"Inspiron 2-in-1 14"" Touch-Screen Chromebook - Intel Core i3 - 4GB Memory - 128GB eMMC Flash Memory",Dell,C7486-3250GRY-PUS,Gray,True,14 inches,1920 x 1080 (Full HD),True,Touchscreen LED,eMMC,4 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,2.2 gigahertz,Intel 8th Generation Core i3,8130U,Chrome OS,True,None,Lithium-ion,0.66 inches,13 inches,9.06 inches,False,False,1 Year,1 Year,884116313250
999.0,True,15 inches,True,SSD,8 gigabytes,AMD Radeon Vega 9,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 128GB SSD (Latest Model)",Microsoft,V4G-00001,Silver,True,15 inches,2496 x 1664,True,Touchscreen LCD,SSD,8 gigabytes,Not provided,AMD Radeon Vega 9,Integrated,AMD,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,True,None,Lithium-ion polymer,0.57 inches,13.4 inches,8.79 inches,False,False,1 Year,1 Year,889842487657
999.99,True,15.6 inches,True,SSD,12 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB Solid State Drive",Lenovo,81TD0005US,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.3 inches,True,False,1 year,1 year,193638312758
829.99,True,15.6 inches,True,SSD,12 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Yoga C740 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 12GB Memory - 256GB Solid State Drive",Lenovo,81TD0003US,Gray,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.3 inches,True,False,1 year,1 year,193638312710
2049.99,True,15.4 inches,False,SSD,16 gigabytes,AMD Radeon Pro 555X,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,Mac OS,Lithium-polymer,"MacBook Pro 15.4"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD",Apple,MV902LL/A,Space Gray,True,15.4 inches,2880 x 1800 (Retina),False,LED,SSD,16 gigabytes,DDR4,AMD Radeon Pro 555X,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,Intel 9th Generation Core i7,Mac OS,True,None,Lithium-polymer,0.61 inches,13.8 inches,9.48 inches,True,True,1 Year,1 Year,190199112681
679.99,True,15.6 inches,True,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-ion,"ENVY x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,15M-DR0011DX,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.7 inches,True,False,1 year,1 year,193424836338
2199.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"GS Series 17.3"" Gaming Laptop - Intel Core i7 - 32GB - NVIDIA GeForce RTX 2080 Max-Q - 1TB Solid-State Drive",MSI,GS75 STEALTH-242,Black,True,17.3 inches,1920 x 1080 (Full HD),False,LCD,SSD,32 gigabytes,DDR4,NVIDIA GeForce RTX 2080 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.2 inches,True,False,1 Year,1 Year,824142181355
1199.0,True,15 inches,True,SSD,8 gigabytes,AMD Radeon Vega 9,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,Lithium-ion polymer,"Surface Laptop 3 - 15"" Touch-Screen - AMD Ryzen™ 5 Surface Edition - 8GB Memory - 256GB SSD (Latest Model)",Microsoft,VGZ-00022,Black,True,15 inches,2496 x 1664,True,Touchscreen LCD,SSD,8 gigabytes,Not provided,AMD Radeon Vega 9,Integrated,AMD,,AMD Ryzen 5 Microsoft Surface Edition,5 3580UXX,Windows 10 Home,True,None,Lithium-ion polymer,0.57 inches,13.4 inches,9.6 inches,False,False,1 Year,1 Year,889842517064
1799.99,True,13.3 inches,True,SSD,16 gigabytes,Intel Iris Plus Graphics,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,Lithium-ion,"Spectre x360 2-in-1 13.3"" 4K OLED Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 1TB SSD + 32GB Optane",HP,13-AW0023DX,Black,True,13.3 inches,3840 x 2160 (4K),True,Widescreen,SSD,16 gigabytes,LPDDR4 SDRAM,Intel Iris Plus Graphics,Integrated,Intel,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12 inches,7.7 inches,True,False,1 year,1 year,193905587704
699.99,True,14 inches,True,SSD,8 gigabytes,AMD Radeon Vega 8,2 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-polymer,"14"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive",ASUS,Q406DA-BR5T6,Silver,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,12.7 inches,8.3 inches,False,False,1 year,1 year,192876294185
