Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
315.99,True,14 inches,False,SSD,8 gigabytes,Intel HD Graphics 4000,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive",Dell,E6430I526812810,Gray,True,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics 4000,Integrated,Intel,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,False,,Lithium-ion,1.3 inches,13.9 inches,9.5 inches,True,False,18 months,18 months,812177027427
1799.99,True,12 inches,True,SSD,8 gigabytes,Intel HD Graphics 615,1.3 gigahertz,Intel 7th Generation Core i7,Not Available,Windows 10 Home,Lithium-polymer,"ThinkPad X1 Tablet (2nd Gen) 2-in-1 12"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Lenovo,20JB002LUS,Black,True,12 inches,2160 x 1440 (Full HD+),True,Touchscreen LED,SSD,8 gigabytes,LPDDR3,Intel HD Graphics 615,Integrated,Intel,1.3 gigahertz,Intel 7th Generation Core i7,Not Available,Windows 10 Home,True,None,Lithium-polymer,0.55 inches,11.47 inches,8.25 inches,True,True,3 Years,3 Years,191200864421
1028.99,True,15.6 inches,False,HDD,8 gigabytes,Other,2.6 gigahertz,Intel 7th Generation Core i5,I7‑7820HQ,Windows 10 Home,Lithium-ion,"Latitude 15.6"" Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive",Dell,LATI5580UN3JC6,Black,True,15.6 inches,1366 x 768 (HD),False,Widescreen LCD,HDD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,2.6 gigahertz,Intel 7th Generation Core i5,I7‑7820HQ,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.8 inches,9.9 inches,False,False,1 year,1 year,884116260196
1659.99,False,17.3 inches,False,"HDD, SSD",16 gigabytes,NVIDIA GeForce GTX 1070,2.6 gigahertz,Intel 6th Generation Core i7,i7-6700HQ,Windows 10,Lithium-ion,"17.3"" Refurbished Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD",Acer,NH.Q17AA.001,Black,False,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"HDD, SSD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1070,Discrete,Intel,2.6 gigahertz,Intel 6th Generation Core i7,i7-6700HQ,Windows 10,False,DVD+RW DL,Lithium-ion,1.6 inches,16.7 inches,12.7 inches,False,False,Not Available,Not Available,841631114663
764.99,True,13.3 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,Lithium-ion,"Vostro 13.3"" Laptop - Intel Core i5 - 8GB Memory - 256GB SSD",Dell,V53905671GRY,Gray,True,13.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,True,None,Lithium-ion,0.6 inches,12.1 inches,8.1 inches,False,False,1 year,1 year,884116316671
1387.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8365U,Windows 10 Pro,Lithium-ion,"ThinkPad T490s 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,20NX003AUS,Black,True,14 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8365U,Windows 10 Pro,True,None,Lithium-ion,0.66 inches,13 inches,8.9 inches,True,True,3 Years,3 Years,193386563129
1238.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"IdeaPad S940-14IWL 14"" Laptop - Intel Core i7 - 8GB Memory - 256GB SSD",Lenovo,81R00004US,Gray,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.6 inches,12.6 inches,7.8 inches,True,False,1 year,1 year,193268884632
2439.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-polymer,"AERO 15.6"" 4K Ultra HD Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2070 - 1TB SSD",GIGABYTE,AERO 15 CLASSIC-XA-U75AMP,Black,True,15.6 inches,3840 x 2160 (4K),False,Widescreen LCD,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,True,None,Lithium-polymer,0.7 inches,14 inches,9.8 inches,False,False,1 year,1 year,813567026846
1879.99,True,14 inches,False,SSD,32 gigabytes,NVIDIA Quadro P520,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,Lithium-ion,"ThinkPad P43s 14"" Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",Lenovo,20RH000MUS,Black,True,14 inches,1920 x 1080 (Full HD),False,LCD,SSD,32 gigabytes,DDR4,NVIDIA Quadro P520,"Discrete, Integrated",Intel,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,13 inches,8.94 inches,True,True,3 Years,3 Years,193638106050
1559.99,True,14 inches,True,SSD,16 gigabytes,NVIDIA Quadro P520,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Lithium-ion,"ThinkPad P43s 14"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Lenovo,20RH000HUS,Black,True,14 inches,1920 x 1080 (Full HD),True,LCD,SSD,16 gigabytes,DDR4,NVIDIA Quadro P520,"Discrete, Integrated",Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,13 inches,8.94 inches,True,True,3 Years,3 Years,193638106067
1702.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"AERO 17.3"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 512GB SSD",GIGABYTE,AERO 17 SA-7US1130SO,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.6 inches,False,False,1 year,1 year,813567027553
1765.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 512GB Solid State Drive",GIGABYTE,AERO 15 SA-7US2130SH,Black,True,15.6 inches,1920 x 1080 (Full HD),False,IGZO,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,14 inches,9.8 inches,False,False,1 year,1 year,813567027423
1246.99,True,15.6 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,Lithium-ion,"ThinkPad T590 15.6"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,20N4001NUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,True,None,Lithium-ion,0.75 inches,14.4 inches,9.76 inches,True,True,3 Years,3 Years,193268988415
309.99,False,12.5 inches,False,SSD,8 gigabytes,Intel HD Graphics,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,Lithium-ion,"Latitude 12.5"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,E7250.I5.8.256SSD.PRO,Black,False,12.5 inches,1366 x 768 (HD),False,Widescreen LCD,SSD,8 gigabytes,Not provided,Intel HD Graphics,Integrated,Intel,2.3 gigahertz,Intel 5th Generation Core i5,i5-5300U,Windows 10 Pro,False,None,Lithium-ion,,,,False,False,18 months,18 months,841631129490
841.99,True,13.5 inches,True,eMMC,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Chrome OS,Lithium-ion,"Spin 13 2-in-1 13.5"" Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 64GB eMMC Flash Memory",Acer,NX.EFJAA.002,Gray,True,13.5 inches,2256 x 1504,True,LED-LCD,eMMC,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Chrome OS,True,None,Lithium-ion,0.7 inches,12.2 inches,9.7 inches,True,True,1 Year,1 Year,191114849590
217.99,False,15.6 inches,True,eMMC,4 gigabytes,AMD Radeon R4,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-polymer,"15.6"" Refurbished Touch-Screen Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory",Acer,NX.H8TAA.003,Silver,False,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,True,None,Lithium-polymer,7.9 inches,15 inches,10.1 inches,False,False,18 months,18 months,841631133961
413.99,True,15.6 inches,True,eMMC,4 gigabytes,Intel HD Graphics 505,1.1 gigahertz,Intel Pentium,N4200,Chrome OS,Lithium-ion,"Spin 15 2-in-1 15.6"" Refurbished Touch-Screen Chromebook - Intel Pentium - 4GB Memory - 64GB eMMC Flash Memory",Acer,NX.GWGAA.001,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,eMMC,4 gigabytes,Not provided,Intel HD Graphics 505,Integrated,Intel,1.1 gigahertz,Intel Pentium,N4200,Chrome OS,True,None,Lithium-ion,0.8 inches,15.2 inches,10.3 inches,False,False,90 days,90 days,841631128097
859.99,False,14 inches,False,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Pro,Lithium-polymer,"Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,7GDND,Black,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Pro,True,None,Lithium-polymer,0.8 inches,13.3 inches,9.5 inches,True,False,1 year,1 year,884116279105
699.99,True,15.6 inches,False,HDD,4 gigabytes,Intel UHD Graphics 620,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Pro,Lithium-ion,"TravelMate P2 15.6"" Laptop - Intel Core i3 - 4GB Memory - 500GB Hard Drive",Acer,TMP2510G2M320E,Black,True,15.6 inches,1366 x 768 (HD),False,LED-LCD,HDD,4 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Pro,True,None,Lithium-ion,0.9 inches,14.9 inches,10 inches,False,False,1 Year,1 Year,191114767948
749.99,True,14 inches,False,SSD,8 gigabytes,None,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-polymer,"Modern 14"" Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",MSI,MODERN14460,Gray,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,None,None,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,12.7 inches,8.7 inches,True,False,1 year,1 year,824142196052
1189.99,False,14 inches,False,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Pro,Lithium-ion,"Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,XXPKH,Black,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Pro,True,None,Lithium-ion,0.8 inches,13.1 inches,9 inches,False,False,1 year,1 year,884116282822
1191.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.7 gigahertz,Intel 8th Generation Core i5,i5-8350U,Windows 10 Pro,Lithium-ion polymer,"Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,4KM6X,Black,True,14 inches,1366 x 768 (HD),False,LED,SSD,8 gigabytes,DDR4,Intel UHD Graphics 620,Integrated,Intel,1.7 gigahertz,Intel 8th Generation Core i5,i5-8350U,Windows 10 Pro,True,None,Lithium-ion polymer,0.8 inches,13.1 inches,9 inches,True,True,1 Year,1 Year,884116282860
2957.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA Quadro P1000,2.6 gigahertz,Intel 8th Generation Core i7,8850H,Windows 10 Pro,Lithium-ion,"Precision 15.6"" Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive",Dell,PRM75302RKYC,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA Quadro P1000,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,8850H,Windows 10 Pro,True,None,Lithium-ion,1.2 inches,14.9 inches,9.9 inches,True,False,3 Years,3 Years,884116320159
2249.99,False,17.3 inches,False,"SSD, HDD",16 gigabytes,NVIDIA GeForce RTX 2070,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Lithium-ion,"17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 -1.256TB Hard Drive + Solid State Drive",Alienware,AWM17-7257SLV-PUS,Silver,False,17.3 inches,1920 x 1080 (Full HD),False,Widescreen LCD,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,16.1 inches,11.5 inches,False,False,1 year,1 year,884116314257
455.99,False,15.6 inches,False,HDD,8 gigabytes,Intel HD Graphics 5500,2.2 gigahertz,Intel 5th Generation Core i5,i5-5200U,Windows 10 Pro,Lithium-ion,"Latitude 15.6"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Hard Drive",Dell,E5550-31435,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,8 gigabytes,DDR3L SDRAM,Intel HD Graphics 5500,Integrated,Intel,2.2 gigahertz,Intel 5th Generation Core i5,i5-5200U,Windows 10 Pro,False,None,Lithium-ion,0.9 inches,14.8 inches,10 inches,True,False,1 year,1 year,825633471221
3053.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA Quadro P1000,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,Lithium-ion,"Precision 15.6"" Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive",Dell,PRM5530MW94H,Silver,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA Quadro P1000,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,14.1 inches,9.3 inches,True,False,3 Years,3 Years,884116319917
849.99,True,15.6 inches,False,SSD,8 gigabytes,Other,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,Lithium-ion,"Nitro 5 15.6"" Laptop - AMD Ryzen 7 - 8GB Memory - AMD Radeon RX 560X - 512GB SSD",Acer,AN51543R1QT,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,True,None,Lithium-ion,1 inches,14.3 inches,10 inches,False,False,1 year,1 year,193199332981
1379.99,True,15.6 inches,True,SSD,8 gigabytes,Other,2.8 gigahertz,Intel 7th Generation Core i7,i7-7700HQ,Windows 10 Pro,Lithium-ion,"IdeaPad 720S 15.6"" 4K UHD Touch-Screen Laptop - Intel Core i7 - 8GB Memory - GeForce GTX 1050 Ti Max-Q - 512GB SSD",Lenovo,81CR0006US,Gray,True,15.6 inches,3840 x 2160 (4K),True,Touchscreen Widescreen LED-LCD,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.8 gigahertz,Intel 7th Generation Core i7,i7-7700HQ,Windows 10 Pro,True,None,Lithium-ion,0.7 inches,14.1 inches,9.6 inches,True,False,1 year,1 year,192330692991
1849.99,True,14 inches,True,SSD,16 gigabytes,Other,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Pro,Lithium-ion,"IdeaPad S940-14IIL 14"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",Lenovo,81R10001US,Gray,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,Other,Integrated,Intel,1.3 gigahertz,Intel 10th Generation Core i7,i7-1065G7,Windows 10 Pro,True,None,Lithium-ion,0.5 inches,12.6 inches,7.8 inches,False,False,1 year,1 year,193638179771
779.99,True,15.6 inches,False,SSD,8 gigabytes,Other,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3700U,Windows 10 Home,Lithium-ion,"IdeaPad S340 15.6"" Gaming Laptop - AMD Ryzen 7 - 8GB Memory - AMD Radeon RX Vega 10 - 256GB Solid State Drive",Lenovo,81NC001GUS,Gray,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3700U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.1 inches,9.6 inches,True,False,1 year,1 year,193386143390
899.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Pro,Lithium-ion,"TravelMate X3 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid-State Drive",Acer,TMX3410M30Q6,Black,True,14 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Pro,True,None,Lithium-ion,0.8 inches,12.9 inches,9.4 inches,False,False,1 Year,1 Year,191114863053
699.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-ion,"VivoBook 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",ASUS,S412FAXB51,Silver,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.7 inches,8.3 inches,True,False,1 year,1 year,192876386316
1575.99,True,14 inches,True,SSD,8 gigabytes,Intel HD Graphics 615,1.3 gigahertz,Intel 7th Generation Core i7,i7-7Y75,Windows 10 Pro,Lithium-ion,"Swift 7 14"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Acer,SF71451TM871,Black,True,14 inches,1920 x 1080 (Full HD),True,LED-LCD,SSD,8 gigabytes,LPDDR3,Intel HD Graphics 615,Integrated,Intel,1.3 gigahertz,Intel 7th Generation Core i7,i7-7Y75,Windows 10 Pro,True,None,Lithium-ion,0.4 inches,12.9 inches,9.3 inches,True,False,1 Year,1 Year,191114501702
3173.99,False,15.6 inches,False,SSD,16 gigabytes,NVIDIA Quadro P1000,2.6 gigahertz,Intel 8th Generation Core i7,8850H,Windows 10 Pro,Lithium-ion,"Precision 15.6"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,PRM7530GGN5H,Black,False,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA Quadro P1000,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,8850H,Windows 10 Pro,True,None,Lithium-ion,1.2 inches,14.9 inches,9.9 inches,False,False,3 Years,3 Years,884116320142
1545.99,True,14 inches,False,SSD,8 gigabytes,NVIDIA GeForce MX130,2.5 gigahertz,Intel 8th Generation Core i5,i5-8400H,Windows 10 Pro,Lithium-ion polymer,"Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,LATI5491KK50H,Black,True,14 inches,1920 x 1080 (Full HD),False,LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX130,Discrete,Intel,2.5 gigahertz,Intel 8th Generation Core i5,i5-8400H,Windows 10 Pro,True,None,Lithium-ion polymer,0.9 inches,13.1 inches,9 inches,True,True,3 Years,3 Years,884116298403
440.99,False,15.6 inches,False,HDD,4 gigabytes,Intel UHD Graphics 620,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Home,Lithium-polymer,"Aspire 3 15.6"" Laptop - Intel Core i3 - 4GB Memory - 1TB Hard Drive",Acer,NX.H37AA.001,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,2.2 gigahertz,Intel 8th Generation Core i3,i3-8130U,Windows 10 Home,True,None,Lithium-polymer,0.9 inches,15 inches,10.3 inches,False,False,1 year,1 year,191114784303
2799.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Blade Pro 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB Solid State Drive",Razer,RZ09-03147E02-R3U1,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.2 inches,False,False,1 year,1 year,811659033000
3499.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"AERO 17.3"" 4K Ultra HD Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1TB SSD",GIGABYTE,AERO 17 HDR YA-7US4450SQ,Black,True,17.3 inches,3840 x 2160 (4K),False,Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.6 inches,False,False,1 year,1 year,813567027515
1699.99,True,17.3 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"AERO 17.3"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 256GB SSD",GIGABYTE,AERO 17 SA-7US1020SO,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.6 inches,False,False,1 year,1 year,813567027560
999.99,True,14 inches,True,SSD,12 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"IdeaPad S540-14IML Touch 14"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB Solid State Drive",Lenovo,81V00003US,Blue,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,12 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,True,None,Lithium-ion,0.6 inches,12.7 inches,8.9 inches,True,False,1 year,1 year,193638359081
449.99,False,15.6 inches,True,SSD,8 gigabytes,Intel UHD Graphics 620,2.1 gigahertz,Intel 8th Generation Core i3,i3-8145U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 128GB SSD",Dell,I3583-3867BLK,Black,False,15.6 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,2.1 gigahertz,Intel 8th Generation Core i3,i3-8145U,Windows 10 Home,True,None,Lithium-ion,0.8 inches,15 inches,10.2 inches,False,False,1 year,1 year,884116367550
