"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$607.22	14 inches	1366 x 768	2.1 GHz Intel Core i3	8 GB	512 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac			Dell	Dell	Dell	Windows 10 Home	5.63 pounds	9.2 x 13.2 x 0.8 inches	9.2 x 13.2 x 0.8 inches		Intel	2	DDR4 SDRAM		Serial ATA				1366 x 768		PC										",,,,,,
"$471.99	15.6 inches		2.7 GHz AMD A Series	8 GB	256 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated	802.11ac			ASUS	Vivobook	NA	Windows 10	5.69 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches		AMD	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$288.00	11.6 inches	HD ( 1366 x 768 ) Touch screen	2.6 GHz AMD A Series	4 GB DDR	500 GB mechanical_hard_drive	AMD Radeon R5 Graphics Integrated	Intel		Bluetooth			Dell	Dell Inspiron 11 3000	NA	Windows 10 Home	4.58 pounds	8 x 11.5 x 0.8 inches	8 x 11.5 x 0.8 inches	Red	AMD	2	DDR SDRAM		Serial ATA			2 Lithium ion batteries required. (included)	1366x768		2 in 1 laptop		AC & Battery		2400 MHz						",,,,,,
$2 ,"512.14	15.6 inches	1920 x 1080	8032	DDR4	ssd	GeForce	nvidia	Dedicated	802.11ac	1	1	MSI	GF62058	GF62 8RE-058	Windows 10 Home	9.04 pounds	20 x 4 x 14 inches	20 x 4 x 14 inches			1		256.00	ATA-4	1	BD-R						Corded-Electric		1 GHz		1				",,,,,
"$372.99	15.6 inches	1920 x 1080	2.7 GHz AMD A Series	12 GB	128 GB SSD	AMD Radeon R7	AMD	Dedicated				ASUS	Asus	Asus	Windows 10	3.7 pounds	14.2 x 9.6 x 0.8 inches	14.2 x 9.6 x 0.8 inches		AMD	4	DDR4 SDRAM	128 GB	Serial ATA				1920 x 1080		PC										",,,,,,
"$787.24	0.01		3 GHz Intel Core i5	8 GB DDR4	1000 GB Mechanical Hard Drive	Intel UHD Graphics 630	Intel	Integrated		4	1	Dell	Precision	51W82	Windows 10 Professional	20.6 pounds	13.6 x 7 x 13.2 inches	13.58 x 6.95 x 13.19 inches	Black	Intel	6			Serial ATA	7200 RPM	DVD-RW				Windows										",,,,,,
"$729.99	23.8 inches		2.5 GHz Intel Core i5	8 GB ddr4_sdram	1 TB mechanical_hard_drive			integrated						24-e030	Windows 10	14.21 pounds	23 x 16.7 x 7.8 inches	23 x 16.74 x 7.75 inches		Intel	2	DDR SDRAM		Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
$1 ,"399.99	15.6 inches	1920 x 1080 pixels	2.8 GHz Intel Core i7	16 GB DDR4	Flash Memory Solid State	NVIDIA GeForce GTX 1060	NVIDIA	Dedicated	802.11ac	1	4	Acer	Acer Predator Series	PT715-51-761M	Windows 10	5.4 pounds	15.5 x 10.5 x 0.7 inches	15.47 x 10.47 x 0.74 inches	Obsidian Black	Intel	4	GDDR5	512.0	ATA-4	1	No Optical Drive	1 Lithium Polymer batteries required. (included)	1920 x 1080	5 hours							6 GB				",,,,,
"$769.97	0.01		2.3 GHz Intel Core i5	8 GB DDR4	Flash Memory Solid State	Integrated Graphics		Integrated			4	Intel	Bean Canyon	BOXNUC8i5BEKPA1	Windows 10 Home	2.2 pounds	6.1 x 5 x 4.6 inches	6.06 x 5 x 4.61 inches	Gunmetal	Intel	4	SODIMM	256.0	Solid State	1 RPM	None										8 GB				",,,,,,
"$528.99	15.6 inches	Full HD ( 1920 x 1080 )	2 GHz AMD R Series	8 GB DDR	512 GB Hybrid	AMD Radeon Vega8 Graphics	AMD		Bluetooth"," 802.11ac	1		Dell	Dell laptops	Dell Inspiron 15 5000	Windows 10 Home	6.45 pounds	10.2 x 15 x 0.8 inches	10.2 x 15 x 0.8 inches	White	AMD	4	DDR SDRAM	512 GB	Solid State			3 Lithium ion batteries required.	Full HD ( 1920 x 1080 ) TrueLife		business laptop computer pc		AC & Battery								",,,,,
$1 ,"265.00	15.6 inches	1920 x 1080 pixels	1.6 GHz Core i5 8250U	8 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			HP	HP EliteBook	3RS16UT#ABA	Windows 10 Pro	4.25 pounds	14.6 x 9.9 x 0.7 inches	14.6 x 9.9 x 0.7 inches	Silver	Intel	4		256.0	eSATA	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			Windows		Corded-Electric		1 GHz		1 GB				",,,,,
"$897.44	15.6 inches	1920x1080	1.8 GHz Intel Core i7	12 GB	256 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11ac			HP	450 G6	450 G6	Windows 10 Pro	4.42 pounds	14.4 x 10.1 x 0.8 inches	14.4 x 10.1 x 0.8 inches	Silver	Intel	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery								",,,,,,
"$319.00	11.6 inches		1.8 GHz Intel Celeron	4 GB	120 GB flash_memory_solid_state	Radeon	amd	dedicated	802.11g			Lenovo	11e	20ED001HUS	Windows 10	10.6 ounces	0.4 x 0.4 x 0.4 inches	0.39 x 0.39 x 0.39 inches			2	DIMM	120 GB				100 Lithium ion batteries required. (included)													",,,,,,
$1 ,"159.00	17.3 inches	1920x1080	1.8 GHz Intel Core i7	12 GB	512 GB SSD	NVIDIA GeForce MX250 Graphics 4GB GDDR5	nvidia	dedicated	802.11b/g", 802.11ac, 802.11bgn," 802.11b			HP	ENVY	17t	Windows 10	9 pounds	15.9 x 10.5 x 0.9 inches	15.94 x 10.47 x 0.88 inches		Intel	4	DDR4 SDRAM		Solid State			1 Lithium Polymer batteries required. (included)	1920x1080		PC										",,
"$501.99	1		8032	DDR4_SDRAM	Flash Memory Solid State			Dedicated		2	1	HP	4BC38UT#ABA	4BC38UT		2.76 pounds	7 x 6.9 x 1.3 inches	6.97 x 6.89 x 1.34 inches			4		1.00	ATA-4	1	None						Corded-Electric		2666 MHz		1				",,,,,,
"$739.99	15.6 inches			8 GB	256 GB	Intel UHD Graphics 620			802.11b/g", 802.11bgn," 802.11b			HP	HP Envy	HP		4.52 pounds	14.1 x 9.7 x 0.7 inches	14.1 x 9.7 x 0.7 inches			4	DDR4 SDRAM					1 Lithium ion batteries required.													",,,,
"$782.99			2666 MHz AMD R Series	16 GB ddr4_sdram	1 TB HDD 7200 rpm	Radeon RX 580 4GB GDDR5		dedicated	802.11ac			HP	Pavilion	690	Windows 10	15 pounds	13.3 x 6.7 x 11 inches	13.3 x 6.7 x 11 inches		AMD	4	DDR SDRAM		Serial ATA		DVD-W"," DVD				PC										",,,,,
"$998.95	15.6 inches	1920 x 1080	2.2 GHz Core i7 8750H	16 GB SDRAM	256 GB Hybrid	NVIDIA GeForce GTX 1050 Ti 4GB GDDR5	NVIDIA	dedicated	802.11ac			ASUS	TUF Gaming Laptop	ASUS	Windows 10	5.07 pounds	15.1 x 10.3 x 1 inches	15.1 x 10.3 x 1 inches	Black	Intel	6	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	1920 x 1080	6 hours	PC	1.2 MP	AC & Battery								",,,,,,
$1 ,"141.84	13.3 inches	1920 x 1080	8032	DDR4_SDRAM	na	Radeon		Integrated				HP	EliteBook	7RR49UT#ABA		2.94 pounds	9 x 12.2 x 0.7 inches	9 x 12.2 x 0.7 inches			1		512.00	eSATA	1 RPM	None						Corded-Electric				1 GB				",,,,,
"$958.00	15.6 inches	1920 x 1080	2.6 GHz Intel Core i7	16 GB	512 GB flash_memory_solid_state	Intel® Iris Plus	intel					Dell	Dell Inspiron 3593		Windows 10	6.21 pounds	14.3 x 9.9 x 0.8 inches	14.3 x 9.9 x 0.8 inches		Intel	2	DDR4 SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$473.09	17.3 inches	1600x900	2.2 GHz Intel Core i3	4 GB SDRAM DDR4	2 TB mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated	802.11ac	1		HP	HP 17	HP 17	Windows 10	6.17 pounds	16.8 x 10.2 x 1.1 inches	16.8 x 10.2 x 1.1 inches	Natural Silver	Intel	2	DDR4 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required.	1600x900		PC		AC & Battery								",,,,,,
"$478.99	23.8 inches		2.3 GHz Pentium	4 GB none	500 GB Hybrid Drive	Intel HD Graphics		Integrated	802.11ac	2	4	MSI	PRO 24X 7M-023US	PRO 24X 7M-023US	Windows 10 Professional	8.73 pounds	21.2 x 15.8 x 6.7 inches	21.2 x 15.75 x 6.69 inches		Intel	1		32.0	Serial ATA	7200 RPM	None				PC										",,,,,,
"$499.00	15.6 inches	1920x1080	2.2 GHz AMD Ryzen 7	8 GB DDR4	1 TB mechanical_hard_drive	AMD Radeon RX Vega 10	amd	integrated	802.11ac			Dell	Dell Inspiron	5575	Windows 10	6.4 pounds	9.4 x 14.1 x 0.8 inches	9.4 x 14.1 x 0.8 inches	Silver	AMD	4	DDR4 SDRAM		Serial ATA	5400 RPM			1920x1080		PC		AC & Battery								",,,,,,
"$436.00	15.6 inches	1366 x 768	2.7 GHz AMD A Series	12 GB DDR4	1 TB mechanical_hard_drive	AMD Radeon R7 Graphics Coprocessor	amd	dedicated	802.11ac			Lenovo	Lenovo Ideapad	Premium 320	Windows 10	6.04 pounds			Gray	AMD	4	DDR4 SDRAM		Serial ATA				1366 x 768		PC		AC & Battery						21 x 13 x 2.7 inches		",,,,,,
"$399.96	15.6 inches	1366x768	3.1 GHz AMD A Series	16 GB SDRAM	2 TB HDD 5400 rpm	AMD Radeon R5 Series	AMD		802.11ac			Lenovo	Lenovo Ideapad A9 Series	Lenovo Ideapad A9 Series	Windows 10	4.63 pounds	15 x 10 x 0.9 inches	14.96 x 9.99 x 0.94 inches		AMD	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366x768	7.5 hours	PC		AC & Battery								",,,,,,
"$918.98	15.6 inches	1920 x 1080	1.8 GHz Intel Core i7	8 GB DDR	512 GB PCIe SSD	Intel UHD Graphics 620	Intel	Integrated	Bluetooth"," 802.11ac			HP	hp envy x360 2 in 1	hp envy x360	Windows 10 Home	4.52 pounds	9.7 x 14.1 x 0.7 inches	9.7 x 14.1 x 0.7 inches	Natural Silver	Intel	4	DDR SDRAM		Solid State			4 Lithium ion batteries required. (included)	Full HD ( 1920 x 1080 ) IPS Touchscreen		Concertible 2 in 1 laptop		AC & Battery		2400 MHz						",,,,,
"$359.00	15.6 inches	1366x768	1.1 GHz Pentium	8 GB DDR4	2 TB mechanical_hard_drive	Intel UHD Graphics 605	intel		802.11ac	1		Lenovo	Lenovo Upgraded Ideapad	330	Windows 10	5.88 pounds				Intel	4	DDR4 SDRAM		Serial ATA	5400 RPM			1366x768		PC		AC & Battery						20.9 x 13 x 2.9 inches		",,,,,,
"$745.26	13.3 inches	1920 x 1080	1.6 GHz Intel Core i5	8 GB DDR4	512 GB SSD	Intel HD Graphics 620		Integrated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			Dell	Inspiron		Windows 10	5 pounds			Gray	Intel	4	SDRAM		Serial ATA						PC								20 x 10 x 5 inches		",,,
"$487.30	14 inches	1366 x 768	1.8 GHz AMD A Series	8 GB	512 GB SSD	AMD Radeon R5	AMD		802.11ac			Acer	Acer	Acer	Windows 10 Home	3.64 pounds	13.5 x 9.6 x 0.8 inches	13.5 x 9.6 x 0.8 inches		AMD	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC										",,,,,,
"$259.00	11.6 inches	1366 x 768	2.4 GHz Intel Mobile CPU	4 GB SDRAM	32 GB	Intel	Intel	Integrated				CTL	CTL NL7		Chrome OS	2.49 pounds	12.1 x 8.3 x 0.8 inches	12.13 x 8.27 x 0.78 inches		Intel	2	DDR DRAM	4 GB	ATA			1 Lithium ion batteries required. (included)		10 hours	PC		DC								",,,,,,
"$56.98	7 inches	1024 x 600	1.3 GHz	1 GB	16 GB	ARM Mali-400						Veidoo		T8		1.88 pounds	7.1 x 4.8 x 0.4 inches	7.13 x 4.76 x 0.43 inches	Turquoise		4		16 GB				1 Lithium Polymer batteries required. (included)		3 hours	Android	2 MP	Battery								",,,,,,
"$308.62	15.6 inches	1366 x 768	1.8 GHz Intel Celeron	4 GB	128 GB SSD	Intel UHD Graphics 610	Intel		802.11ac			Lenovo	Lenovo	Lenovo	Windows 10 Home	4.08 pounds	14.3 x 9.9 x 0.8 inches	14.3 x 9.9 x 0.8 inches		Intel	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1366 x 768		PC										",,,,,,
$1 ,"799.00	15.6 inches		2.8 GHz Xeon	16 GB	512 GB flash_memory_solid_state	NVIDIA	intel	dedicated				Lenovo	Lenovo ThinkPad P51	Lenovo ThinkPad P51	Windows 10	5.51 pounds	4 x 15 x 15 inches	4 x 15 x 15 inches		Intel	4	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)			PC										",,,,,
"$457.00	15.6 inches		2.5 GHz AMD A Series	12 GB	1 TB mechanical_hard_drive		amd	dedicated	802.11bgn			Dell	Dell Inspiron	NotAvailable	Windows 10	4 pounds	15 x 0.9 x 10.2 inches	14.96 x 0.94 x 10.25 inches	Grey	AMD	4	DDR4 SDRAM		ATA	5400.00		1 Lithium Polymer batteries required. (included)		6 hours	PC										",,,,,,
"$577.00			2.9 GHz Core i5 Family	12 GB ddr4_sdram	256 GB flash_memory_solid_state	Intel UHD Graphics 630			802.11bgn	4		Dell	Dell 3670 Desktop	Dell 3670 DT	Windows 10	15.26 pounds	14.7 x 6.3 x 11.6 inches	14.7 x 6.3 x 11.6 inches		Intel	6	DDR SDRAM		Solid State		DVD-RW				PC		AC								",,,,,,
$1 ,"684.95	15.6 inches	3840x2160	2.6 GHz Intel Core i7	16 GB	1 TB SSD	GeForce GTX 1650	NVIDIA	dedicated	802.11ac			HP	Spectre x360 15t 9th Pro McAfee Blue	Spectre x360 15t 9th Pro McAfee Blue	Windows 10	4.83 pounds	14.2 x 9.8 x 0.8 inches	14.22 x 9.84 x 0.76 inches	Poseidon Blue	Intel	6	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	3840x2160		PC		AC & Battery		2666 MHz						",,,,,
"$400.00	15.6 inches		Intel Core i5	6 GB SDRAM	mechanical_hard_drive	Intel HD Graphics 620	intel	Integrated	802.11ac			Acer	Acer Aspire	Acer Aspire	Windows 10	4.63 pounds	15 x 13 x 2 inches	15 x 13 x 2 inches		Intel	2	DDR4 SDRAM			5400 RPM		1 Lithium ion batteries required.													",,,,,,
"$149.00			1.92 GHz Intel Atom	4 GB ddr3_sdram	64 GB	Intel HD Graphics 400		integrated	802.11abg"," Bluetooth			ADLOKO	Atom	MFY-bt3 pro	Windows 10	1.32 pounds	4.5 x 4 x 1.7 inches	4.53 x 4.02 x 1.69 inches		Intel	4	DDR3 SDRAM		USB 3.0						PC										",,,,,
"$825.99	15.6 inches		1.8 GHz Intel Core i7	8 GB DDR4	500 GB Mechanical Hard Drive		Intel	Integrated			2	Lenovo	ThinkPad E590	20NB001LUS		6.05 pounds	19.2 x 13.1 x 13 inches	19.2 x 13.1 x 13 inches	Silver	Intel	1		8	Serial ATA	7200 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)													",,,,,,
$3 ,"498.75	15.6 inches	1920 x 1080	4.6 GHz	SO-DIMM	SSD	NVIDIA Quadro RTX 5000 16GB	NVIDIA	Integrated		1		Lenovo	Lenovo Thinkpad	20QN0018US	Windows 10 Pro	9.65 pounds	14.9 x 9.9 x 1.2 inches	14.9 x 9.9 x 1.2 inches	Black	Intel	1			Solid State	0.1	No Optical Drive	1 9V batteries required.	1920x1080		PC				2666 MHz		16 GB				",,,,,
"$549.00	15.6 inches	1920x1080	1.6 GHz Core i5 8250U	12 GB DDR4	1 TB HDD	Intel UHD Graphics 620	intel	Integrated	802.11ac			Lenovo	Lenovo Ideapad	Ideapad 520	Windows 10	6.2 pounds	14.9 x 10.2 x 0.9 inches	14.89 x 10.2 x 0.9 inches	Mineral Grey	Intel	4	DDR4 SDRAM		Serial ATA				1920x1080	6 hours	PC		AC & Battery								",,,,,,
$1 ,"099.00	15.6 inches	1920 x 1080	2.3 GHz Intel Core i5	8 GB SO-DIMM	512 GB Flash Memory Solid State		NVIDIA	Dedicated	802.11ac		4	MSI	GL65 9SD-027	GL65 9SD-027	Windows 10	7.53 pounds	14.1 x 9.8 x 1.1 inches	14.08 x 9.76 x 1.08 inches		Intel	4	SODIMM	512	Solid State	1	No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,
"$529.00	15.6 inches	Full HD ( 1920 x 1080 )	2 GHz Pentium	8 GB DDR	256 GB Hybrid	AMD Radeon Vega 8 Graphics Integrated	AMD		802.11ac			Lenovo	Lenovo	Lenovo ideapad 330S	Windows 10 Home	5.17 pounds	9.6 x 14.1 x 0.8 inches	9.6 x 14.1 x 0.8 inches	Platinum Gray	AMD	4	DDR SDRAM	256 GB	Solid State				Full HD ( 1920 x 1080 )	5 hours	Business Laptop		AC & Battery								",,,,,,
"$548.95	15.6 inches	4096x2304	3.9 GHz Intel Core i5	8 GB	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Lenovo	B07VHH1M23		Windows 10	5.42 pounds	14.1 x 9.6 x 0.7 inches	14.1 x 9.6 x 0.7 inches	Platinum	Lenovo	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1366x768	8 hours	PC		AC & Battery		2400 GHz		32.00				",,,,,,
"$499.00	15.6 inches	1920 x 1080	8 GHz AMD R Series	2 GB DDR	512 GB Hybrid	AMD Radeon Vega8 Graphics Integrated	AMD		Bluetooth"," 802.11ac	1		Dell	Inspiron 15 5000	Dell Inspiron 15 5000	Windows 10 Home	6.54 pounds	10.2 x 15 x 0.8 inches	10.2 x 15 x 0.8 inches	Silver	AMD	4	DDR SDRAM	512 GB	Solid State			3 Lithium ion batteries required.	Full HD ( 1920 x 1080 ) TrueLife		Business laptop computer		AC & Battery								",,,,,
"$634.00	14 inches	1920 x 1080	3.5 GHz Core i5 8250U	8 GB	128 GB flash_memory_solid_state	Intel		Integrated				HP	HP	NA	Windows 10	3.53 pounds	12.7 x 8.8 x 0.8 inches	12.7 x 8.8 x 0.8 inches	Gold	Intel	1	DDR4 SDRAM	128 GB	Solid State			1 Lithium ion batteries required. (included)			PC		AC & Battery								",,,,,,
"$759.00	15.6 inches	1920 x 1080	2.3 GHz Core i5 8300H	8 GB SDRAM	1 TB HDD 5400 rpm	NVIDIA GeForce GTX 1060 Max-Q 6GB GDDR5	NVIDIA	dedicated	802.11ac			Dell	G3 Gaming Laptop	DELL	Windows 10	5.18 pounds	15 x 10.2 x 0.9 inches	15 x 10.2 x 0.9 inches	Black	Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1920 x 1080	6.5 hours	PC	1.2 MP	AC & Battery								",,,,,,
$1 ,"899.99	15.6 inches	1920 x 1080	2.6 GHz 8032	DDR3	flash_memory_solid_state	NVIDIA Quadro T1000 with 4 GB	Intel	Dedicated		1	1	Lenovo	Lenovo Thinkpad	20QT0012US		6 pounds					1		256.00	Solid State	1 RPM	No Optical Drive	1 Lithium ion batteries required.											19.6 x 12.7 x 3.2 inches		",,,,,
"$309.99	15.6 inches	1366x768	1.1 GHz Pentium	4 GB	1 TB HDD 5400 rpm	Intel UHD Graphics 605	intel	integrated	802.11ac			HP	Pavilion	15-bs289	Windows 10	6.5 pounds	14.9 x 10 x 0.9 inches	14.9 x 10 x 0.9 inches		Intel	4	DDR4 SDRAM		Serial ATA				1366x768		PC										",,,,,,
"$105.00	10 inches	1280 x 800	2 GHz	4 GB	64 GB	MTK			802.11bgn"," Bluetooth			KuBi	Touch		Android 7.0 Nougat	1.1 pounds	9.5 x 6.7 x 0.4 inches	9.5 x 6.7 x 0.4 inches	Gold		8	DDR3 SDRAM	64 GB				1 Lithium Polymer batteries required. (included)	1280x800	7 hours	PC	8 MP	DC		2 GHz		64 GB				",,,,,
$1 ,"519.99	14 inches	1920 x 1080	8032		flash_memory_solid_state		intel		802.11ac			Lenovo	Lenovo Thinkpad			3.28 pounds	13 x 8.9 x 0.7 inches	13 x 8.9 x 0.7 inches			1						1 Lithium ion batteries required. (included)													",,,,,
"$389.99	7 inches	1920 x 1200	1.8 GHz Athlon X2 Dual Core 4200+	4 GB DDR3_SDRAM	64 GB	RK3288			802.11a			LANRUO	LANRUOJXD001	LANRUOJXD001	Android 5.1 Lollipop	2.14 pounds	9.8 x 9.8 x 1.6 inches	9.84 x 9.84 x 1.57 inches	Black	ARM Cortex-A17	2	DDR3 SDRAM	64 GB	ATA					5 hours	Android	100 lines_per_inch	Corded-Electric"," Battery								",,,,,
"$290.00	14 inches	1366 x 768	1.8 GHz AMD A Series	4 GB	256 GB SSD	AMD Radeon R5	AMD		802.11ac			Acer	Acer	Acer	Windows 10 Home	3.64 pounds	13.5 x 9.6 x 0.8 inches	13.5 x 9.6 x 0.8 inches		AMD	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC										",,,,,,
"$299.99	14 inches		2.6 GHz Ryzen 3 2300U	8 GB	128 GB SSD	Radeon Vega 3 Graphics	AMD					HP	850011107829		Windows 10	3.25 pounds	12.8 x 8.9 x 0.8 inches	12.75 x 8.89 x 0.78 inches		AMD	2	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	1366x768		PC		AC & Battery		2400 MHz						",,,,,,
"$989.65	15.6 inches	1920 x 1080	2.6 GHz Intel Core i7	8 GB SO-DIMM	512 GB Flash Memory Solid State		NVIDIA	Dedicated	802.11ac		4	MSI	GF63 THIN 9SC-652	GF63 THIN 9SC-652	Windows 10	12.3 ounces	14.1 x 10 x 0.8 inches	14.13 x 9.99 x 0.85 inches		Intel	6	SODIMM	512	Solid State	1	No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,,
$1 ,"879.00	15.6 inches	1920 x 1080	8032		flash_memory_solid_state	NVIDIA GeForce RTX 2070 Max-Q		dedicated				Alienware	wnorn5chm152h			10.5 pounds					1		512 GB						17 hours									17.9 x 16.2 x 4.6 inches		",,,,,
"$449.99	15.6 inches	1366 x 768	2.4 GHz Intel Core i3	16 GB	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			HP	HP	HP	Windows 10	4.52 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	2	DDR3 SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required. (included)	1366 x 768		PC										",,,,,,
"$394.99	15.6 inches	1920 x 1080	2.7 GHz AMD A Series	4 GB	128 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated	802.11ac			ASUS	VivoBook F510QA	VivoBook F510QA	Windows 10	5.1 pounds	14.2 x 10.1 x 0.8 inches	14.2 x 10.1 x 0.8 inches		Intel	4	DDR4 SDRAM	128 GB	Solid State				1920 x 1080		PC										",,,,,,
$1 ,"297.99	12.3 inches	2736 x 1824	2.8 GHz Core i7 Family	8 GB	256 GB	Intel HD Graphics 620	Intel					HP			Windows 10 Professional	2.55 pounds				Intel	2		256 GB	Solid State			1 Lithium ion batteries required. (included)		10.25 hours	PC	10 MP							18 x 12 x 3 inches		",,,,,
"$438.00			3.6 GHz Intel Core i3	8 GB SDRAM DDR4	1 TB mechanical_hard_drive	Intel UHD Graphics 630			802.11ac	4		Dell	Dell Inspiron 3670	Dell Inspiron 3670	Windows 10	15.9 pounds	11.6 x 6.3 x 14.7 inches	11.6 x 6.3 x 14.7 inches		Intel	4	DDR3 SDRAM		Serial ATA						PC		AC								",,,,,,
"$595.99	15.6 inches	1366 x 768 pixels	1 1.2GHz Cortex A8 Processor	8 GB DDR	1 TB mechanical_hard_drive		Allwinner	Dedicated		1	1	Acer	Acer Aspire	NX.HDJAA.001	Windows 10 Home	5.95 pounds				Intel	1		1.00	ATA-4	1	BD-R										1 GB		20 x 12.5 x 2.7 inches		",,,,,,
"$229.00			2.8 GHz Intel Celeron	8 GB ddr4_sdram	128 GB flash_memory_solid_state	Intel UHD Graphics 600		integrated				ADLOKO			Windows 10	1.36 pounds				Intel	4	GDDR4	128 GB	USB						PC								7.9 x 5 x 2.4 inches		",,,,,,
"$49.99	7 inches	1280 x 800	1.3 GHz Xeon Gold 6154	1 GB	16 GB				802.11b/g", 802.11bgn," 802.11b			UJoyFeel	KIDS801	KIDS801		3.85 pounds			Blue	ARM	4	DDR3 SDRAM	16 GB				1 Lithium Polymer batteries required. (included)		6 hours	Android	2 MP	AC & Battery		1.3 GHz		32 GB		11.3 x 11.2 x 4.9 inches		",,,,
"$279.99	14 inches	1600 x 900	2.9 GHz Intel Core i5	4 GB	256 GB SSD	Intel	intel	Integrated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			HP	HP1040	NA	Windows 10 Pro	5 pounds	13 x 9 x 0.6 inches	13 x 9 x 0.6 inches		Intel	2	DDR3 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1600x900		PC										",,,
$1 ,"743.48	17.3 inches	1 pixels	8032	DRAM	flash_memory_solid_state		nvidia	dedicated		2	2		ZBook	4RB16UT		7.05 pounds	16.4 x 11.3 x 1.3 inches	16.38 x 11.34 x 1.3 inches			6	GDDR5	256.00	Serial ATA	1 RPM	No Optical Drive	1 12V batteries required.							2666 MHz						",,,,,
$1 ,"159.00	15.6 inches	1920 x 1080	2.2 GHz Core i7 8750H	32 GB SDRAM	1024 GB Hybrid	NVIDIA GeForce GTX 1050 Ti 4GB GDDR5	NVIDIA	dedicated	802.11ac			ASUS	TUF Gaming Laptop	ASUS	Windows 10	5.07 pounds	15.1 x 10.3 x 1 inches	15.1 x 10.3 x 1 inches	Black	Intel	6	DDR4 SDRAM	32 GB	Solid State			1 Lithium ion batteries required. (included)	1920 x 1080	6 hours	PC	1.2 MP	AC & Battery								",,,,,
"$43.23	7 inches	1024 x 600		16 GB	16 GB	Quad-core Processor						SmartTab			Android	15.8 ounces					4		16 GB				1 CR2 batteries required.			Android	720 pixels							9.5 x 4.9 x 1.3 inches		",,,,,,
"$599.00	15.6 inches	1920 x 1080	2.1 GHz AMD R Series	8 GB	256 GB flash_memory_solid_state	Integrated AMD RadeonTM Vega 8 Graphics			802.11ac			Lenovo	81QS	NA	Windows 10	5.53 pounds				Intel	2	DDR2 SDRAM	256 GB	Solid State						PC								20.2 x 12.4 x 2.8 inches		",,,,,,
"$922.99	0.01		3.2 GHz Intel Core i7	8 GB DDR4	500 GB Mechanical Hard Drive	AMD Radeon RX 550		Dedicated		4	5	Dell	Optiplex	OP7060MTGH6JJ	Windows 10 Professional	17.48 pounds	10.8 x 6.1 x 13.8 inches	10.8 x 6.1 x 13.8 inches		Intel	6			Serial ATA	7200 RPM	DVD+RW				Windows				2666 MHz		4 GB				",,,,,,
