"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$408.80	15.6 inches	Full HD ( 1920 x 1080 ) TrueLife	2 GHz AMD R Series	4 GB DDR	1 TB HDD 5400 rpm	Integrated Radeon Vega8 Graphics	AMD		Bluetooth			Dell	Dell Inspiron	Dell Inspiron 15 5000	Windows 10	4.48 pounds	10.2 x 15 x 0.8 inches	10.2 x 15 x 0.8 inches	White	AMD	4	DDR SDRAM		Serial ATA			3 Lithium ion batteries required.	1920x1080		Business Laptop Computer		AC & Battery								",,,,,,
"$602.56	13.3 inches		8032	DDR4	flash_memory_solid_state		intel	Integrated		1		HP	HP ProBook	5VC22UT		3.28 pounds	9.1 x 12.1 x 0.7 inches	9.1 x 12.1 x 0.7 inches	Silver		1		128.00	Serial ATA	0.01	No Optical Drive	1 12V batteries required.					Corded-Electric								",,,,,,
"$16.98	2.5 inches					mali						CZT				3.68 ounces	5.9 x 2.8 x 0.9 inches	5.91 x 2.76 x 0.87 inches	Red										2 years		1 MP									",,,,,,
"$549.99	14 inches		1.6 GHz Intel Core i5	8 GB	1 TB mechanical_hard_drive	Intel HD Graphics 620		Integrated				Lenovo	Lenovo Ideapad	na	Windows 10	4.65 pounds				Intel	4	DDR4 SDRAM		Serial ATA-600			1 Lithium ion batteries required. (included)			PC								18.8 x 12 x 2.7 inches		",,,,,,
$1 ,"347.23	14 inches	1920x1080 pixels	1.7 GHz Intel Core i5	8 GB DDR3L	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11a", 802.11b," 802.11g		2	Lenovo	Lenovo Thinkpad	5130735	Windows 10 Pro	4.95 pounds	18 x 12 x 3 inches	18 x 12 x 3 inches		Intel	4		256.0	Solid State	2 RPM	No Optical Drive	1 Lithium ion batteries required. (included)		3 minutes				120 volts	2400 MHz						",,,
"$449.95			3.7 GHz Ryzen 3 2200G	8 GB	1 TB							Mega Gaming			Windows 10	20.8 pounds				AMD		GDDR4		Serial ATA-600	7200.00					PC								20.5 x 18.1 x 12.8 inches		",,,,,,
"$539.00	15.6 inches	1920 x 1080	2 GHz AMD A Series	8 GB	256 GB SSD	AMD Radeon Vega8 graphics	AMD		802.11b/g", 802.11bgn," 802.11b			Dell	Dell	Dell	Windows 10 Home	4.89 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.16 x 0.89 inches		AMD	4	DDR4 SDRAM		Serial ATA				1920 x 1080		PC										",,,,
"$679.00	15.6 inches		2.4 GHz Intel Core i3	8 GB	1 TB SSD	Intel HD Graphics 620	nvidia	Integrated	802.11n	1			i7567	T8TJG	Windows 10	5.84 pounds	10.8 x 15.2 x 1 inches	10.8 x 15.2 x 1 inches	Black	Intel	2	DDR SDRAM	256 GB	eSATA			1 Lithium Polymer batteries required.	1920x1080		PC						4 GB				",,,,,,
"$949.99	23.8 inches	1	8032	ddr4_sdram	Flash Memory Solid State	Intel UHD Graphics 630		Dedicated		1	1	HP	4LP96UT	4LP96UT		14.11 pounds	21.3 x 2.1 x 13.5 inches	21.28 x 2.13 x 13.46 inches			6		1.00	ATA-4	1	BD-R								2666 MHz		1				",,,,,,
"$449.99	15.6 inches	1920 x 1080	8032	8 GB DDR4	flash_memory_solid_state	AMD Radeon Vega 8	amd	Integrated	802.11ac			Dell	Dell Inspiron	Inspiron 15 5000		6.5 pounds	19.5 x 3 x 13.5 inches	19.5 x 3 x 13.5 inches	Silver		1		256 GB				1 Lithium ion batteries required.													",,,,,,
"$259.99	11.6 inches	1366x768 pixels	1.44 GHz Atom Z8300	4 GB DDR3	Flash Memory Solid State			Integrated	802.11abg", 802.11a/b/g/n," 802.11a	2	1	Bean Information Technology		W11046APS+S1CS	Windows 10 Home	3.33 pounds	11.5 x 7.2 x 0.7 inches	11.49 x 7.2 x 0.68 inches		Intel	4		64.0			No Optical Drive	1 Lithium ion batteries required. (included)			Windows										",,,,
"$643.00	15.6 inches			12 GB DDR		Intel UHD Graphics 620	intel	Integrated	802.11b"," 802.11g	1		HP	HP 15 BS194OD	2UE56UA	Windows 10	4.63 pounds	15 x 10 x 0.9 inches	14.96 x 9.99 x 0.94 inches		Intel	4	DDR4 SDRAM	12 GB		5400 RPM		1 Lithium ion batteries required. (included)							2400 MHz						",,,,,
"$832.99	14 inches	1920 x 1080	1.6 GHz None	8 GB	512 GB	GeForce		Integrated	802.11g			Acer	NX.H5UAA.001	NX.H5UAA.001	Windows 10 Home	5 pounds	12.7 x 9 x 0.6 inches	12.7 x 9 x 0.6 inches	Red	Intel	2	SDRAM	512 GB	ATA			100 Lithium ion batteries required. (included)		5 hours	Windows		Corded-Electric								",,,,,,
"$429.99	15.6 inches		8032	4 GB DDR3	1 TB Mechanical Hard Drive	Intel UHD Graphics 605	intel	Integrated	802.11ac		2	Lenovo	Lenovo Ideapad	81D100JBUS		4.85 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches	Grey		1			Serial ATA	7200 RPM	No Optical Drive						Corded-Electric				2 GB				",,,,,,
"$628.86	17.3 inches		Core i7 7500U	8 GB	1000 GB mechanical_hard_drive				802.11b"," 802.11g	1		HP	BS019DX	2DQ79UA	Windows 10	5.97 pounds	16.3 x 10.9 x 1 inches	16.34 x 10.94 x 0.97 inches		Intel	2						1 Lithium ion batteries required. (included)							2133 MHz						",,,,,
"$609.29	15.6 inches		2.5 GHz Intel Core i5	8 GB SDRAM	256 GB flash_memory_solid_state	Intel HD Graphics 620	intel	Integrated	802.11ac			Lenovo	lenovo	lenovo	Windows 10	5.45 pounds	14.1 x 9.6 x 0.7 inches	14.1 x 9.6 x 0.7 inches	Black	Intel	2	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$19.99	13.3 inches		1 GHz None	1 GB	Flash Memory Solid State			Dedicated				MightySkins		MISURLAP-Solid Gray		1.44 ounces	11.5 x 0 x 15 inches	11.5 x 0.03 x 15 inches	Gray	Intel	1					None														",,,,,,
"$898.88	13.3 inches	1920 x 1080	1.8 GHz Core i7-860	16 GB	26 GB flash_memory_solid_state	Intel	intel	Integrated				Lenovo	Lenovo Ideapad		Windows 10	5 pounds				Intel	2	DDR DRAM		Solid State						PC								13 x 12 x 3 inches		",,,,,,
$1 ,"435.97	15.6 inches	1920x1080 pixels	2.7 GHz Intel Core i7	8 GB DDR4	500 GB Mechanical Hard Drive	Intel Integrated Graphics	Intel	Dedicated"," Integrated	802.11g		4	Lenovo	ThinkPad P51	20MM0003US	Windows 10 Pro	8.8 pounds	12 x 4 x 15 inches	12 x 4 x 15 inches		Intel	4		8	Serial ATA	7200 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)									8 GB				",,,,
"$122.93	7 inches	1024 X 600 pixels	253 GHz Apple A4	8 GB SIMM	8 GB				802.11bgn		1	Craig Electronics	CMP793 - BUN Quad Core 9 Inch High Definition Touch Screen Tablet	CMP793 - BUN	Android 5.1 (Lollipop)	2.3 pounds	0.5 x 9.4 x 5.8 inches	0.47 x 9.45 x 5.83 inches	Black	VIA			8 GB		253 RPM		1 Nonstandard Battery batteries required. (included)			Android		Corded-Electric								",,,,,,
"$749.00	15.6 inches		1.8 GHz Core i7 8550U	12 GB	256 GB mechanical_hard_drive	Intel UHD Graphics 620		Integrated	802.11ac			Dell	Dell Inspiron	15 5570	Windows 10	5.07 pounds	15 x 10.2 x 0.9 inches	14.96 x 10.15 x 0.89 inches		Intel	4	DDR SDRAM		Solid State	5400.00		1 Lithium ion batteries required. (included)			PC										",,,,,,
"$714.99	21.5 inches		8032	ddr4_sdram	mechanical_hard_drive	Intel UHD Graphics 620						Dell	Inspiron 3000	i3280-5363BLK		21.2 pounds					1																	24 x 19 x 8.5 inches		",,,,,,
"$559.00	14 inches	HD (1366 X 768)	1.6 GHz Intel Core i5	8 GB DDR	256 GB PCIe SSD	Intel UHD Graphics 620	Intel	Integrated	Bluetooth			HP	HP Pavilion		Windows 10	3.15 pounds	8.9 x 12.8 x 0.8 inches	8.89 x 12.76 x 0.78 inches	Silver	Intel	4	DDR SDRAM	256 GB	Solid State			3 Lithium ion batteries required. (included)	1366x768	8 hours	Business Laptop		AC & Battery		2400 MHz						",,,,,,
"$869.99	15.6 inches		1.6 GHz Intel Core i5	12 GB	1 TB flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated	802.11ac			HP	HP Envy x360		Windows 10	7.52 pounds				Intel	4	DDR3 SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC								20.6 x 12.1 x 2.7 inches		",,,,,,
"$399.00	15.6 inches	1366 x 768	2.7 GHz AMD A Series	8 GB	1256 GB Hybrid	AMD Radeon R7	amd	Dedicated	802.11ac			Lenovo	IdeaPad		Windows 10	4.85 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches	Platinum Gray	AMD	2	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$219.00	11.6 inches	1366 x 768	1.6 GHz Intel Celeron	4 GB	32 GB SSD	Intel HD Graphics	intel	Integrated	802.11ac			Dell	C3181		Chrome OS	4.5 pounds	11.9 x 8.1 x 0.8 inches	11.9 x 8.1 x 0.8 inches	Black	Intel	2	SDRAM		Serial ATA						PC										",,,,,,
$1 ,"459.00	15.6 inches	1920 x 1080	1.9 GHz Intel Core Duo	16 GB	256 GB SSD	Intel UHD Graphics 620	intel	Integrated	802.11ac			HP	EliteBook 850	850	Windows 10 Pro	6.14 pounds				Intel	4	DDR3 SDRAM		eSATA			1 9V batteries required. (included)			PC								19.5 x 12.5 x 2.7 inches		",,,,,
"$659.00	15.6 inches	1920 x 1080	8032	8 GB DDR	mechanical_hard_drive	Intel HD Graphics 620	intel	Integrated	802.11ac			Dell	Dell Inspiron	Inspiron 15		5.07 pounds	15.3 x 10.2 x 0.9 inches	15.35 x 10.2 x 0.92 inches			1				5400 RPM		1 Lithium Polymer batteries required. (included)													",,,,,,
"$379.00	15.6 inches	1366 x 768	2.2 GHz Intel Core i3	8 GB	1 TB mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated	802.11ac			Lenovo	Lenovo Ideapad	NA	Windows 10	4.41 pounds			Plum Purple	Intel	2	DDR4 SDRAM		Serial ATA-600			1 Lithium ion batteries required.			PC								21 x 13 x 2.8 inches		",,,,,,
"$356.71	15.6 inches	HD ( 1366 x 768 )	1.1 GHz Pentium	4 GB SDRAM DDR	128 GB SSD	Intel UHD Graphics 605 Integrated	Intel	integrated	802.11ac			HP	HP	HP	Windows 10 Home	4.3 pounds	10 x 15 x 0.9 inches	10 x 15 x 0.9 inches	Black	Intel	4	DDR SDRAM		Solid State				HD ( 1366 x 768 )	7 hours	Business Laptop										",,,,,,
"$699.49	15.6 inches	1366 x 768	2.2 GHz Intel Core i3	8 GB	1 TB HDD 5400 rpm	Intel HD Graphics 620	intel	Integrated	802.11ac			Lenovo	Lenovo 330	NA	Windows 10	4.85 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches	Red	Intel	2	SDRAM		Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$460.39	15.6 inches	1280 x 800 pixels	8032	4 GB DDR	mechanical_hard_drive		Intel	Dedicated	802.11g	1	1	Acer	Acer Aspire	NX.H37AA.005	Windows 10 Home	4.63 pounds	15 x 10.3 x 0.8 inches	15 x 10.3 x 0.8 inches			2		1.00	ATA-4	1	BD-R	100 Lithium ion batteries required. (included)									1 GB				",,,,,,
"$728.08	14 inches	1366 x 768	8032	DDR3	flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a	2	2	Lenovo	Lenovo Thinkpad	20N8001EUS		5.75 pounds					1		128.00	Solid State	1 RPM	None	1 12V batteries required.											17.5 x 11.9 x 3.2 inches		",,,
"$901.90			3.6 GHz 8032	16 GB DDR4	1024 GB Mechanical Hard Drive	NVIDIA GeForce GTX 1070	NVIDIA	Dedicated		4	6	CyberpowerPC	CYBERPOWERPC	GXi1120	Windows 10 Home	32 pounds	20.5 x 8.2 x 22.2 inches	20.5 x 8.2 x 22.2 inches	Black	Intel	6	GDDR5	120.0	Serial ATA-600	7200 RPM	None				PC						8192 GB				",,,,,,
"$735.98			2.1 GHz 8032	8 GB DDR4	Flash Memory Solid State			Integrated				Dell	Optiplex	CMM07	Windows 10 Professional	2.6 pounds	7 x 1.4 x 7.2 inches	7 x 1.4 x 7.2 inches		Intel	6		128.0			None				PC						8 GB				",,,,,,
"$442.25	15.6 inches		8032	4 GB	mechanical_hard_drive		intel	Integrated	802.11g			Acer	Acer Aspire	NX.H47AA.002	Windows 10 Home	4.63 pounds	15 x 10.3 x 0.8 inches	15 x 10.3 x 0.8 inches		Intel	2		1.00				100 Lithium ion batteries required. (included)													",,,,,,
"$729.00			2.8 GHz Core i5 8400	12 GB ddr4_sdram	1 TB HDD 7200 rpm					4		Dell			Windows 10	40 pounds	14.7 x 11.6 x 6.3 inches	14.7 x 11.6 x 6.3 inches		Intel	6	SDRAM		Serial ATA	7200 RPM					PC										",,,,,,
"$676.00			2.8 GHz Intel Core i5	8 GB DDR4	1000 GB HDD 5400 rpm	Intel UHD Graphics	Intel					Dell	Inspiron	3470	Windows 10 Professional	11 pounds	11.5 x 3.6 x 11.4 inches	11.5 x 3.64 x 11.42 inches	Black With Silver Trim	Intel	4	DDR SDRAM		Serial ATA		DVD-RW", DVD-R," DVD+R				PC				2666 MHz						",,,,
"$253.49	15.6 inches		2 GHz AMD A Series	4 GB DDR3	mechanical_hard_drive	AMD Radeon R4	amd	Dedicated	802.11ac			Lenovo	Lenovo Ideapad	na	Windows 10	4.85 pounds	14.9 x 10.4 x 0.9 inches	14.9 x 10.4 x 0.9 inches		AMD	4	SDRAM			5400 RPM		1 Lithium ion batteries required. (included)													",,,,,,
"$699.99	15.6 inches		Intel Core i5	8 GB	1 TB mechanical_hard_drive	NVIDIA GeForce GTX 1050	nvidia	Dedicated				Dell	Dell Inspiron	i5577-5858BLK-PUS	Windows 10	5.64 pounds				Intel	4	DDR SDRAM					1 Lithium ion batteries required.											20 x 13 x 3 inches		",,,,,,
"$99.99	7 inches	1024 x 600 pixels	1.3 GHz Cortex A7	1 GB	8 GB Flash Memory Solid State	Integrated		Integrated	802.11bgn	1		IVIEW		IVIEW-M7	Android 6.0 Marshmallow	9.9 ounces	7.4 x 4.3 x 0.4 inches	7.43 x 4.28 x 0.44 inches	Black	All winner	4		8 GB			None	1 Lithium ion batteries required. (included)		8 hours	Android	2 MP	AC & Battery								",,,,,,
$1 ,"371.04	15.6 inches	1280 x 800	2.2 GHz Intel Core i7	8 GB A8	256 GB Flash Memory Solid State	Intel GMA 3150	nvidia	Dedicated		1	1	HP	4NL15UT	4NL15UT	Windows 10	4.72 pounds	14.4 x 10.1 x 1 inches	14.37 x 10.1 x 1 inches		Intel	6	GDDR5	256.00	Solid State	1	BD-R	1 Lithium ion batteries required.		2 years	PC	800 pixels			2666 MHz		1				",,,,,
"$729.99	15.6 inches		8032	DRAM	Mechanical Hard Drive	Intel UHD Graphics 620	Intel	Integrated		2	2	DYNABOOK	PS591U-04M002	PS591U-04M002	Windows 10 Pro	4.52 pounds				Intel	1	DDR4 SDRAM	1.00	Solid State	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC								14 x 11 x 3 inches		",,,,,,
"$647.09			2.9 GHz Intel Core i7	8 GB SDRAM DDR	128 GB SSD	Intel HD Graphics 630		integrated	Bluetooth			HP	HP Pavilion 460		Windows 10 Home	12.4 pounds	12.4 x 6.4 x 12.1 inches	12.4 x 6.42 x 12.09 inches	Black	Intel	4	DDR SDRAM		Solid State		DVD-W				Desktop Computer		AC								",,,,,,
"$715.04	1		8032	8 GB DDR4	256 GB Flash Memory Solid State			Integrated		6	2	HP	4PG31UT	4PG31UT		10 pounds	3.7 x 10.6 x 11.7 inches	3.74 x 10.63 x 11.65 inches		Intel	4		8.00	Serial ATA	1	DVD-RW								2666 MHz		1				",,,,,,
"$649.99	15.6 inches	1920x1080 pixels	3.1 GHz Intel Core i5	8 GB DDR4	1024 GB Mechanical Hard Drive	Intel HD Graphics	intel	Integrated	802.11n	2	1	ASUS	Vivobook S	S510UA-RB51	Windows 10	5.75 pounds	20 x 11.8 x 2.5 inches	20 x 11.8 x 2.5 inches	Gold	Intel	2		1 TB	ATA	5400 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)						19 volts	2400 MHz						",,,,,,
"$719.99	15.6 inches		2.3 GHz Intel Core i5	8 GB	256 GB flash_memory_solid_state	NVIDIA GeForce GTX 1050	nvidia	Dedicated				Lenovo	Lenovo Legion	8.5 pounds	Windows 10	8.5 pounds				Intel	4	DIMM	256 GB	Solid State			1 Lithium ion batteries required. (included)			PC								17.3 x 15.1 x 5.2 inches		",,,,,,
$1 ,"198.99	15.6 inches	1920x1080 pixels	1.4 GHz Intel Core i5	8 GB DDR	256 GB SSD	shared	Intel HD Graphics	Integrated	802.11g/n		4	HP	EliteBook	V1H19UT#ABA	Windows 7 Professional	6 pounds	20 x 12.1 x 3.1 inches	20 x 12.1 x 3.1 inches		Intel	2		256.0	Serial ATA-600		No Optical Drive	1 Lithium ion batteries required. (included)		12.5 hours	PC				2133 MHz						",,,,,
"$216.00	11.6 inches		8032		flash_memory_solid_state	Intel HD Graphics 500		Integrated	802.11ac			Lenovo	IdeaPad	81CX0000US		3 pounds	11.6 x 8.1 x 0.8 inches	11.6 x 8.1 x 0.8 inches	Black		1		64 GB				1 Lithium ion batteries required. (included)													",,,,,,
"$340.00	15.6 inches	1366 X 768	1.1 GHz Intel Pentium 4 HT	8 GB	1 TB HDD 5400 rpm	Intel HD Graphics 505	Intel	integrated	802.11ac"," Bluetooth	1		Lenovo	Lenovo Ideapad	Lenovo Ideapad	Windows 10 Home	4.84 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches	Denim Blue	Intel	4	DDR3 SDRAM	1 TB	Serial ATA	5400 RPM		1 Lithium ion batteries required.	1366 X 768 HD	5 hours	Home and Business Laptop		AC & Battery		1600 MHz						",,,,,
"$648.99	15.6 inches	Full HD (1920 x 1080)	3.2 GHz AMD R Series	16 GB DDR	128 GB Hybrid		AMD		802.11ac	1		Dell	Dell Inspiron	NotAvailable	Windows 10 Home	6.51 pounds	10.2 x 15 x 0.8 inches	10.2 x 15 x 0.8 inches	Platinum Silver	AMD	4	DDR SDRAM	128 GB	Serial ATA				Full HD (1920 x 1080)		Business Laptop		AC & Battery		2400 MHz						",,,,,,
"$319.99	11.6 inches		1.6 GHz Pentium	4 GB	500 GB mechanical_hard_drive	integrated_graphics	intel	Integrated	802.11bgn			Dell	Dell Inspiron	Dell Inspiron	Windows 10	4 pounds	16.1 x 10.3 x 3 inches	16.1 x 10.3 x 3 inches	Gray	Intel	4	DDR3 SDRAM		Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)	1360x768	7.5 hours	PC		AC & Battery								",,,,,,
"$948.00	14 inches	1920 x 1080	8032	8 GB DDR4	500 GB mechanical_hard_drive	Intel HD Graphics 620		Integrated	802.11g		2	Dell	Dell Latitude	Inspiron 15 5000		5.7 pounds	15 x 10 x 1 inches	15 x 10 x 1 inches			1		1 GB	Serial ATA	7200 RPM	None	100 Lithium ion batteries required. (included)									1				",,,,,,
"$419.99	10.5 inches		2.02 GHz	4 GB	64 GB SSD	Adreno 616			802.11abg			Samsung	Galaxy Tab			1.66 pounds	6.3 x 0.2 x 9.6 inches	6.3 x 0.2 x 9.6 inches	Black	Qualcomm	8		64 GB	Solid State			1 Lithium Polymer batteries required. (included)	2560 x 1600	16 hours	PC	13 MP	Battery								",,,,,,
"$466.00	15.6 inches	1366 x 768	2.4 GHz Intel Core i3	8 GB	256 GB flash_memory_solid_state	Intel HD Graphics 620	intel	Integrated	802.11b/g", 802.11bgn," 802.11b			HP	Notebook	NA	Windows 10	5 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	2	DDR4 SDRAM	256 GB	Serial ATA						PC										",,,,
"$149.99	8 inches			32 GB	32 GB							Samsung		SM-T377T	Android	2 pounds			Dark Gray				32 GB				1 Lithium ion batteries required. (included)		14 hours	Android	5 MP							10 x 8 x 2 inches		",,,,,,
"$585.98			8032	64 GB	mechanical_hard_drive	integrated_graphics		integrated		2		Lenovo	ThinkStation	30BK0012US		17.42 pounds	4 x 15.5 x 13.3 inches	4 x 15.53 x 13.3 inches			4					DVD-W								2400 MHz						",,,,,,
$1 ,"169.75	13.3 inches	1920 x 1080	8032	8 GB DDR4	Flash Memory Solid State	Intel GMA 3150	amd	Dedicated	802.11b", 802.11g," 802.11n	1	1	HP	EliteBook	4HZ58UT		3.33 pounds	12.2 x 9 x 0.7 inches	12.22 x 9.03 x 0.7 inches			4		256.00	ATA-4	1	BD-R	1 12V batteries required.					Corded-Electric		2400 MHz		1				",,,
$1 ,"950.38	15.6 inches	3840 x 2160 pixels	1.9 GHz 8032	16 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			Lenovo	Lenovo Thinkpad	20L9001SUS	Windows 10 Pro	4.3 pounds	14.4 x 10 x 0.8 inches	14.4 x 10 x 0.8 inches	Black	Intel	4		512.0			No Optical Drive	2 Lithium ion batteries required. (included)			Windows				2400 MHz						",,,,,
"$894.99	1 inches		3.2 GHz Core i7 Family	8 GB DDR3	1024 GB Mechanical Hard Drive			Integrated		2	3	Lenovo	ThinkCentre M720t	10SQ001AUS		15.43 pounds	6.5 x 16.1 x 12.7 inches	6.5 x 16.15 x 12.65 inches		Intel	6			Serial ATA	7200 RPM	DVD+RW						AC		2666 MHz		1 GB				",,,,,,
"$789.99	14 inches	1920 x 1080	1.8 GHz Intel Core i7	8 GB DDR4	500 GB Mechanical Hard Drive		Intel	Integrated			2	Lenovo	ThinkPad E490	20N8001GUS		3.87 pounds	9.5 x 13 x 0.8 inches	9.5 x 13 x 0.8 inches		Intel	1		8	Serial ATA	7200 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)													",,,,,,
"$259.00	10.1 inches	1280 x 800		1 GB	16 GB				802.11bgn"," Bluetooth			QOOQ	Touch	.	Android 5.0	1.75 pounds	11.4 x 4.5 x 8.3 inches	11.42 x 4.53 x 8.27 inches	Red	intel	4		1 GB				1 Lithium ion batteries required.	1280x800	8 hours	Android	5 MP	Battery								",,,,,
"$189.00	10 inches	1920 x 1200	2.8 GHz	6 GB DDR3_SDRAM	64 GB	MediaTek			802.11bgn			HONGTAO	Touch		Android 8.0 Oreo	2.18 pounds	9.6 x 6.9 x 0.3 inches	9.6 x 6.9 x 0.35 inches	Silver	MediaTek	10	DDR3 SDRAM	64 GB	USB			1 Lithium ion batteries required. (included)	1920x1200	10 hours	PC	13 MP	AC								",,,,,,
"$207.12	11.6 inches	1366x768 pixels	1.44 GHz Atom Z8300	4 GB DDR3	64 GB Flash Memory Solid State	Intel HD Graphics	Intel	Integrated		2	1	Bean Information Technology	W11046APS	W11046APS	Windows 10 Home	3.33 pounds	11.5 x 7.2 x 0.7 inches	11.49 x 7.2 x 0.68 inches	Silver	Intel	4		64.0			No Optical Drive	1 Lithium ion batteries required. (included)			PC										",,,,,,
"$599.95	10.1 inches	1920 x 1200 pixels	1.6 GHz Intel Atom	2 GB DDR3	16 GB				802.11bgn	1		ASUS	MeMO Pad	ME302C-A1-WH	Android 4.2 Jelly Bean	1.3 pounds	10.4 x 7.2 x 0.4 inches	10.4 x 7.2 x 0.4 inches	White	Intel	2	DDR2 SDRAM	16 GB	Serial ATA	5400 RPM		1 Lithium ion batteries required. (included)			Android	10 MP									",,,,,,
"$980.22	1 inches		8032	ddr4_sdram	mechanical_hard_drive	NVIDIA GeForce GTX 1060		dedicated		2	2	Lenovo Group Limited	C730	90JH001FUS		24.2 pounds	9.4 x 14.1 x 12 inches	9.37 x 14.09 x 12.01 inches	black		6		256.00	Serial ATA	1 RPM	None								2666 MHz		1 GB				",,,,,,
$1 ,"440.91	1		8032	ddr4_sdram	Flash Memory Solid State			dedicated	802.11b", 802.11g," 802.11n	4	1	HP	5DV46UT#ABA	5DV46UT		15.43 pounds	14 x 6.7 x 17.1 inches	14.02 x 6.65 x 17.13 inches	black		4		512.00	ATA-4	1	None								2666 MHz		1				",,,
$2 ,"253.86	14 inches	2560 x 1440 pixels	1.9 GHz Intel Core i7	16 GB LPDDR3	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			Lenovo	ThinkPad X1 Carbon	20KH002LUS	Windows 10 Pro	2.49 pounds	12.7 x 8.5 x 0.6 inches	12.7 x 8.5 x 0.6 inches	Black	Intel	4	DDR4 SDRAM	512.0	Solid State	7200 RPM	No Optical Drive	1 Lithium ion batteries required. (included)	1920 x 1080		Windows				2133 MHz						",,,,,
"$206.95	11.6 inches	1366x768 pixels	2.4 GHz Intel Celeron	4 GB LPDDR3	32 GB Embedded MultiMediaCard	Intel HD Graphics	Intel	Integrated	Bluetooth		3	ASUS	E203NA-DH02	E203NA-DH02	Windows 10 Home	2.2 pounds	11.3 x 7.6 x 0.7 inches	11.3 x 7.6 x 0.7 inches	Star Grey	Intel	2		32	Solid State	10000 RPM	No Optical Drive	1 Lithium ion batteries required. (included)						19 volts	1600 MHz						",,,,,,
$1 ,"285.00			3.2 GHz Intel Core i7	16 GB ddr4_sdram	1512 GB Hybrid	NVIDIA GeForce GTX 1050 Ti		dedicated				Dell	XPS Tower		Windows 10	26.4 pounds			black	Intel	6	DIMM		Serial ATA						PC								19 x 18.5 x 14.5 inches		",,,,,
"$296.10	15.6 inches	HD ( 1366 x 768 )	2.6 GHz AMD A Series	4 GB DDR	256 GB SSD	AMD Radeon R4	amd	Integrated"," Dedicated	802.11ac			Lenovo	Lenovo	Lenovo	Windows 10 Home	4.63 pounds	10 x 14.8 x 0.9 inches	10 x 14.8 x 0.9 inches	Black	AMD	2	DDR SDRAM	256 GB	Solid State				1366x768	5 hours	Business Laptop		AC & Battery		2133 MHz						",,,,,
"$399.00	19.5 inches		1.1 GHz Pentium	4 GB none	500 GB Hybrid Drive		AMD	Integrated	802.11ac	4	2	MSI	PRO 20EX 8GL-004US	PRO 20EX 8GL-004US	Windows 10 Professional	15.34 pounds	19.3 x 15.6 x 8.2 inches	19.3 x 15.55 x 8.25 inches		Intel	1		32.0	Serial ATA	7200 RPM	None				PC				2400 MHz						",,,,,,
"$699.00	15.6 inches	1920 x 1080 Full HD	1.6 GHz Intel Core i5	16 GB DDR4	512 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac"," Bluetooth	1		Dell	Dell Inspiron	Dell Inspiron	Windows 10 Home	4.85 pounds	15 x 10 x 0.8 inches	15.04 x 9.96 x 0.8 inches		Intel	4	DDR SDRAM	512 GB	Solid State			1 Lithium ion batteries required.			2-in-1 Business Laptop/Tablet		Battery		2133 MHz						",,,,,
